Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
334.177,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,-205.8947,0.0,1.2826,g
334.177,0.0,1.9413,0.893,0.0003,575.2407,-331.78,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,238.321,-205.8947,0.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,238.321,179.851,0.0,495.561,h
334.177,256.382,5.3233,0.893,0.0003,575.2407,238.321,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,-205.8947,90.0,1.2826,g
4.2835,256.382,5.3233,0.85282093,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,256.382,5.3233,0.893,0.6752,-457.9161,238.321,179.851,90.0,1.2826,h
4.2835,0.0,5.3233,0.893,0.0003,575.2407,-331.78,179.851,90.0,495.561,h
334.177,256.382,5.3233,0.893,0.0003,575.2407,238.321,179.851,0.0,495.561,h
4.2835,256.382,1.9413,0.893,0.0003,575.2407,-331.78,-205.8947,90.0,1.2826,g
4.2835,0.0,5.3233,0.0131,0.6752,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,0.0,396.31674,h
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,495.561,h
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.6752,575.2407,-331.78,179.851,90.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,90.0,227.65256,g
4.2835,0.0,1.9413,0.0131,0.022390714,575.2407,-331.78,179.851,90.0,495.561,g
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,90.0,495.561,g
334.177,0.0,5.3233,0.893,0.0003,575.2407,238.321,179.851,0.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,238.321,179.851,90.0,495.561,h
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,495.561,g
4.2835,0.0,5.3233,0.0131,0.6752,575.2407,238.321,179.851,0.0,495.561,g
334.177,256.382,1.9413,0.893,0.0003,-457.9161,238.321,179.851,90.0,495.561,g
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,h
4.2835,256.382,5.3233,0.893,0.0003,575.2407,238.321,179.851,90.0,495.561,h
4.2835,256.382,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,238.321,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,90.0,495.561,g
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.6752,575.2407,238.321,179.851,0.0,1.2826,h
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,-205.8947,90.0,1.2826,g
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,g
334.177,256.382,1.9413,0.0131,0.6752,575.2407,-331.78,179.851,90.0,1.2826,g
334.177,0.0,5.3233,0.0131,0.6752,575.2407,238.321,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,179.851,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,90.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,0.0,495.561,g
334.177,93.9812,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,90.0,495.561,h
4.2835,256.382,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,495.561,g
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,495.561,h
334.177,0.0,1.9413,0.893,0.0003,-457.9161,238.321,-205.8947,0.0,1.2826,g
334.177,256.382,1.9413,0.0131,0.6752,575.2407,238.321,179.851,90.0,1.2826,h
334.177,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,-205.8947,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.0003,575.2407,238.321,-205.8947,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,90.0,1.2826,g
334.177,256.382,1.9413,0.893,0.0003,575.2407,-331.78,179.851,0.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,179.851,0.0,495.561,g
4.2835,255.00687,5.3233,0.893,0.0003,-457.9161,238.321,-101.770615,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.13721792,1.2826,h
334.177,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,256.382,5.3233,0.893,0.0003,-457.9161,238.321,-205.8947,90.0,495.561,h
334.177,0.0,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,256.382,1.9570225,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,0.0,1.9413,0.893,0.0003,575.2407,-331.78,-200.71964,90.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,179.851,0.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,179.851,90.0,1.2826,g
4.2835,256.382,1.9413,0.0131,0.0003,575.2407,238.321,179.851,90.0,1.2826,g
4.2835,256.382,5.3233,0.893,0.6752,575.2407,238.321,-205.8947,0.0,495.561,h
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,1.2826,g
4.2835,109.24621,5.3233,0.0131,0.6752,575.2407,238.321,179.851,90.0,1.2826,h
334.177,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,238.321,-205.8947,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,0.0,1.2826,g
4.2835,256.382,1.9413,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,g
334.177,256.382,5.3233,0.893,0.0003,-457.9161,-331.78,179.851,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,238.321,179.851,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.0003,-457.9161,238.321,179.851,90.0,495.561,h
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,-205.8947,0.0,1.2826,g
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,g
4.2835,0.0,5.3233,0.0131,0.6752,575.2407,238.321,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,-205.8947,90.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,1.2826,g
334.177,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,-205.8947,90.0,1.2826,h
4.2835,256.382,1.9413,0.893,0.0003,-457.9161,238.321,-205.8947,90.0,1.2826,g
334.177,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,0.0,495.561,g
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,0.0,5.3233,0.893,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,g
334.177,0.0,1.9413,0.0131,0.0003,575.2407,238.321,179.851,0.0,1.2826,g
334.177,0.0,5.3233,0.893,0.6752,575.2407,-331.78,179.851,90.0,495.561,g
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,h
334.177,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,-205.8947,0.0,495.561,h
334.177,0.0,1.9413,0.0131,0.6752,575.2407,238.321,179.851,90.0,495.561,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,1.2826,g
334.177,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,179.84315,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.6752,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,-331.78,-205.8947,0.0,1.2826,g
334.177,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,g
334.177,256.382,5.3233,0.0131,0.6752,575.2407,238.321,179.851,90.0,495.561,h
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,1.2826,h
4.2835,0.0,5.3233,0.0131,0.6752,575.2407,-331.78,-205.8947,90.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.0131,0.6752,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,256.382,1.9413,0.0131,0.0003,575.2407,-331.78,179.851,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.6752,575.2407,238.321,179.851,90.0,1.2826,h
334.177,256.382,5.3233,0.893,0.0003,-457.9161,238.321,179.851,90.0,495.561,h
334.177,256.382,5.3233,0.893,0.0003,-457.9161,238.321,179.851,90.0,495.561,h
334.177,0.0,1.9413,0.893,0.0003,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.0003,575.2407,238.321,-205.8947,90.0,495.561,g
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,-331.78,179.851,90.0,1.2826,g
4.2835,256.382,5.3233,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.0003,575.2407,238.321,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.893,0.6752,-457.9161,238.321,-205.8947,0.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.0003,575.2407,-331.78,179.851,0.0,1.2826,g
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,253.8961,5.3233,0.893,0.6752,575.2407,-331.78,179.851,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,90.0,495.561,g
7.5843816,256.382,5.3233,0.0131,0.6752,-457.9161,238.321,-205.8947,0.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,238.321,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,5.3233,0.893,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
334.177,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,g
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,0.0,5.3233,0.0131,0.0003,575.2407,238.321,179.851,90.0,1.2826,h
334.177,256.382,5.3233,0.893,0.0003,575.2407,238.321,-205.8947,90.0,495.561,h
334.177,0.0,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,0.0,495.561,h
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
334.177,256.382,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,1.2826,g
4.2835,256.382,5.3233,0.893,0.6752,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,495.561,h
334.177,0.0,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,1.2826,g
334.177,256.382,5.3233,0.893,0.0003,575.2407,-331.78,-205.8947,0.0,495.561,h
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,1.2826,h
4.2835,256.382,1.9413,0.0131,0.0003,575.2407,-331.78,-205.8947,0.0,495.561,h
334.177,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
4.2835,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,256.382,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,256.382,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,200.60179,g
4.2835,256.382,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-135.64326,-205.8947,0.0,1.2826,g
334.177,256.382,5.3233,0.893,0.0003,575.2407,238.321,-205.8947,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,495.512,g
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,-331.78,-205.8947,1.9057053,1.2826,g
334.177,0.0,5.3233,0.0131,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,h
