year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013,7,18,22,152.91121,-5.0,6.0,1020.0,SE,26.82,0.0,0.0
2012,7,3,3,23.0,21.0,24.0,998.0,NE,0.89,0.0,0.0
2010,1,10,15,426.21606,-2.0,-3.0,1022.0,cv,3.57,0.0,0.0
2014,1,7,6,994.0,-40.0,-19.0,1046.0,SE,565.49,0.0,0.0
2010,7,28,2,105.0,16.0,16.0,1009.0,SE,38.389854,0.0,6.0
2010,9,31,6,58.0,18.0,25.0,1009.0,SE,8.05,0.0,0.0
2013,5,31,17,94.0,16.0,21.0,1009.0,SE,9.834689,0.0,3.0
2013,6,27,11,105.0,19.0,30.0,1002.0,cv,3.13,0.0,0.0
2014,6,2,17,37.0,16.0,20.0,1013.0,NW,8.94,0.0,6.434692
2013,2,24,14,85.0,22.0,35.0,1002.0,cv,1.79,0.0,0.0
2012,10,8,13,320.35934,12.0,15.0,1017.0,SE,5.37,0.0,0.0
2013,12,21,7,12.0,-20.0,-3.0,1027.0,NW,203.74866,0.0,0.0
2010,6,15,0,80.0,15.0,29.0,1004.0,SE,24.59,0.0,0.0
2014,2,17,9,83.0,10.0,17.0,1005.0,SE,1.7850983,0.0,0.0
2011,5,10,21,87.0,6.0,23.0,1008.0,SE,30.402212,0.0,0.0
2010,6,1,20,79.0,3.0,8.0,1023.0,SE,11.63,0.0,0.0
2013,3,19,22,70.0,-2.0,13.0,1005.4178,SE,8.94,0.0,0.0
2014,10,24,21,23.0,1.0,11.0,1020.0,NW,4.47,0.0,0.0
2010,12,27,13,219.12962,11.0,13.0,1013.0,SE,8.94,0.0,0.0
2014,7,3,5,95.0,21.0,24.0,1004.0,cv,1.78,0.0,0.0
2014,12,21,17,12.0,-21.0,5.0,1020.0,NW,122.40322,0.0,0.0
2011,3,9,22,79.30389,-10.0,1.0,1027.0,NW,8.94,0.0,0.0
2013,10,5,0,18.0,-1.0,14.0,1024.0,NW,20.550577,0.0,0.0
2011,2,3,0,27.534498,-20.0,-7.0,1031.0,NE,33.97646,0.0,0.0
2014,8,6,7,154.86945,-15.0,-8.0,1027.0,NE,3.13,0.0,0.0
2012,2,4,14,69.0,23.0,33.0,1005.0,NW,12.07,0.0,0.0
2012,7,6,5,101.2672,20.0,28.8221,1003.0,NE,4.02,0.0,0.0
2012,8,19,23,116.0,20.0,24.0,1008.0,SE,13.88548,0.0,0.0
2011,12,25,5,8.983714,-18.0,2.0,1029.0,cv,58.569065,0.0,0.0
2011,7,29,19,68.0,22.0,33.0,999.0,NW,15.2,0.0,0.0
2014,1,5,2,39.0,-16.0,0.0,1017.0,NW,33.07658,0.0,0.0
2011,11,14,14,27.0,-13.870355,3.0,1024.0,NW,90.62022,0.0,0.0
2011,1,30,5,396.83792,-5.0,-4.0,1027.0,SE,3.13,0.0,0.0
2014,12,27,17,62.0,-17.0,2.0,1020.0,NW,30.375181,0.0,0.0
2013,11,3,15,16.0,-19.0,1.0,1027.0,NW,83.766975,0.0,0.0
2013,1,13,17,141.0,-12.0,1.0,1026.0,NE,3.1248248,0.0,0.0
2013,4,22,23,124.0,4.0,13.0,1010.0,SE,1.79,0.0,0.0
2012,4,9,19,85.84323,-9.0,2.0,1024.0,NE,0.89,0.0,0.0
2012,5,23,19,129.0,14.0,23.0,1007.0,SE,20.14443,0.0,0.0
2010,1,28,16,208.124,-9.0,-1.0,1021.0,cv,3.13,0.0,0.0
2011,12,8,12,90.0,-9.0,0.0,1024.0,NW,13.864047,0.0,0.0
2012,3,29,19,16.0,-12.0,16.0,1017.0,NW,69.25907,0.0,0.0
2014,4,3,3,69.0,-2.0,12.0,1019.0,NW,13.41,0.0,0.0
2013,3,8,21,86.0,-13.0,-4.0,1016.0,SE,1.79,0.0,0.0
2011,4,12,0,26.0,-14.0,14.0,1014.0,NW,33.27478,0.0,0.0
2012,11,28,21,58.0,-6.0,4.0,1024.0,cv,0.89,0.0,0.0
2011,3,2,20,149.8047,-11.0,4.0,1022.0,SE,27.278143,0.0,0.0
2012,5,5,0,33.0,6.0,19.0,1013.0,cv,3.58,0.0,0.0
2011,5,3,18,14.0,-4.0,29.0,1006.0,NW,20.12,0.0,0.0
2011,3,26,12,92.94501,-7.0,16.0,1020.0,NW,13.79143,0.0,0.0
2014,4,5,4,14.0,-15.0,0.0,1025.0,NE,17.519985,0.0,0.0
2014,11,16,23,79.0,-11.0,7.0,1021.0,SE,12.97,0.0,0.0
2011,11,4,9,60.0,2.0,11.0,1027.0,SE,3.13,0.0,0.0
2014,9,6,8,42.0,13.0,21.0,1012.0867,NW,10.29,0.0,0.0
2010,12,28,9,131.0,21.0,27.0,1002.0,SE,5.3616595,0.0,0.0
2010,10,9,16,44.0,4.0,17.0,1020.0,NE,11.17,0.0,0.0
2011,2,12,8,14.0,-20.0,-10.0,1032.0,NW,3.58,0.0,0.0
2014,11,4,6,165.81252,-8.0,-3.0,1023.0,NW,9.84,0.0,0.0
2012,1,11,8,6.0,-22.0,-5.0,1033.0,NW,139.35843,0.0,0.0
2010,7,29,20,65.0,21.0,29.0,1002.0,cv,2.67,0.0,0.0
2013,2,24,22,134.0,11.0,12.0,1005.0,SE,12.97,0.0,0.0
2010,11,18,13,17.0,-15.0,7.0,1026.8984,NE,3.5716326,0.0,0.0
2011,8,11,6,27.0,22.0,28.0,1004.0,NW,4.02,0.0,0.0
2014,6,5,19,93.0,15.0,23.0,1005.0,SE,5.346953,0.0,0.0
2010,9,2,21,76.0,19.0,20.0,1015.0,NE,1.78,0.0,4.377655
2010,1,18,15,309.95596,-9.0,-3.0,1026.0,cv,1.78,0.0,0.0
2013,5,29,1,66.0,9.0,21.0,1010.0,SE,24.14,0.0,0.0
2013,5,28,16,168.40009,14.0,29.768642,1006.0,NW,14.31,0.0,0.0
2013,4,13,5,48.0,-11.0,1.0,1027.0,NW,2.68,0.0,0.0
2014,12,10,2,414.22467,-9.0,-3.0,1029.0,NW,1.78,0.0,0.0
2010,10,15,12,89.0,-16.0,-2.0,1022.0,SE,4.92,0.0,0.0
2010,3,21,12,302.1054,8.656772,16.0,1011.0,NW,19.699173,0.0,0.0
2012,6,26,1,70.0,13.851068,26.0,1011.0,cv,2.68,0.0,0.0
2011,2,10,12,89.0,19.0,28.0,1009.0,NE,4.92,0.0,0.0
2010,5,3,9,18.0,-12.0,5.0,1027.0,NW,8.040765,0.0,0.0
2010,12,17,17,56.0,-14.0,-1.3800092,1025.0,cv,1.79,0.0,0.0
2013,1,25,15,173.0,-15.487733,1.0,1025.0,SE,3.13,0.0,0.0
2011,6,31,19,128.82777,19.0,28.0,1005.0,NW,5.3626738,0.0,0.0
2011,9,14,5,199.63206,18.0,15.0,1012.0,cv,0.89,0.0,0.0
2014,7,1,13,14.0,-18.891527,3.0,1026.0,NW,80.329124,0.0,0.0
2014,12,28,13,11.993695,-23.0,5.0,1022.0,NW,61.174267,0.0,0.0
2014,7,6,2,160.8553,23.0,25.0,1005.0,NW,6.2449822,0.0,0.0
2014,10,22,10,173.70297,-11.0,23.0,1022.0,SE,2.051166,0.0,0.0
2012,2,24,1,55.0,-21.0,-11.0,1030.0,SE,19.679012,0.0,0.0
2014,9,8,16,107.0,14.0,22.0,1013.0,SE,12.267233,0.0,0.0
2011,10,8,22,96.4629,7.0,12.0,1019.0,NW,1.79,0.0,0.0
2010,12,24,19,48.0,-23.0,-9.0,1036.0,SE,9.84,0.0,0.0
2010,3,10,7,102.41777,-14.0,-9.0,1026.0,NW,2.68,0.0,0.0
2012,10,14,23,93.61856,1.0,10.0,1019.0,SE,19.316051,0.0,0.0
2010,12,26,2,13.0,-21.0,-4.0,1029.0,NW,145.67265,0.0,0.0
2013,2,20,7,164.51967,-13.0,-10.0,1027.0,cv,0.89,0.0,0.0
2014,8,30,17,31.024363,16.0,28.0,1010.0,SE,0.89,0.0,0.0
2010,5,19,4,89.0,14.0,27.0,1004.0,cv,4.02,0.0,0.0
2012,10,14,13,361.67886,-3.0,0.0,1025.0,NW,105.61363,1.0,0.0
2012,7,26,1,144.52898,24.0,25.0,1004.0,SE,24.86255,0.0,0.0
2012,12,26,6,27.0,-16.0,2.6624773,1019.0,SE,41.869118,0.0,0.0
2010,3,5,23,18.0,-24.0,-8.498499,1033.0,SE,126.3998,0.0,0.0
2011,4,7,12,86.0,1.0,13.0,1015.70685,NE,2.67,0.0,0.0
2012,11,8,15,120.0,14.0,24.0,1017.0,cv,1.78,0.0,0.0
2011,6,24,6,15.0,14.0,23.0,1007.0,NW,35.767036,0.0,0.0
2014,4,6,5,152.0,1.0,7.0,1016.0,NW,1.79,0.0,0.0
2012,3,23,12,14.0,-16.0,7.0,1020.0,NW,114.47575,0.0,0.0
2010,4,19,2,219.08543,23.0,25.0,1007.0,SE,1.79,0.0,0.0
2011,9,20,5,72.0,12.0,19.0,1014.0,SE,7.15,0.0,0.0
2011,2,28,19,10.0,-5.0,6.0,1020.0,cv,36.975094,0.0,0.0
2013,7,23,23,161.0,12.0,18.0,1015.0,SE,17.20481,0.0,0.0
2012,11,22,13,21.0,-9.0,5.0,1028.0,NW,12.521723,0.0,0.0
2010,4,12,7,54.0,-7.0,8.0,1023.0,cv,1.79,0.0,0.0
2011,12,21,8,12.0,-3.0,19.0,1015.0,NW,87.709625,0.0,0.0
2010,5,21,11,112.0,7.0,22.0,1011.0,SE,1.79,0.0,0.0
2013,7,4,7,51.0,-20.0,-14.46563,1033.0,NW,3.58,0.0,0.0
2013,2,5,2,417.25067,-14.0,-5.0,1019.0,NW,5.37,0.0,0.0
2013,10,12,17,35.0,-9.0,-4.0,1030.0,cv,53.632168,17.997154,0.0
2012,9,21,15,31.89198,-25.0,1.0,1027.0,NE,71.73408,0.0,0.0
2010,8,21,8,165.90187,23.06366,26.0,1010.0,SE,1.78,0.0,0.0
2010,4,13,18,134.21022,7.0,17.0,1008.0,cv,0.89,0.0,0.0
2014,7,22,21,158.0,21.0,27.0,1003.0,NW,4.92,0.0,0.0
2013,2,13,21,211.17479,-7.0,2.0,1024.0,NE,4.92,0.0,0.0
2013,4,8,22,140.2896,5.0,3.0,1025.0,NW,4.92,0.0,7.0
2010,6,21,0,87.0,12.0,23.0,1003.0,cv,2.67,0.0,0.0
2010,1,4,22,206.0,18.0,21.0,1006.0,NW,0.45,0.0,0.0
2010,5,8,22,174.69814,14.0,20.0,1007.0,SE,4.02,0.0,0.0
2011,7,9,19,48.423744,19.0,25.0,997.0,NE,3.13,0.0,0.0
2012,8,9,5,14.0,21.0,21.0,1010.0,NW,4.92,0.0,0.0
2013,3,15,16,128.48322,-11.0,3.0,1025.0,SE,3.13,0.0,0.0
2010,2,30,4,99.0,-9.0,0.0,1022.0,SE,11.934892,0.0,0.0
2013,3,13,11,14.0,-20.0,1.0,1027.0,NW,114.31284,0.0,0.0
2012,1,29,9,5.0,-30.196688,-10.0,1039.0,NW,17.124279,0.0,0.0
2010,6,7,15,41.0,15.0,25.0,1012.0,cv,3.58,0.0,0.0
2012,1,19,7,201.0,7.0,12.0,1013.0,cv,15.2,0.0,0.0
2011,6,1,4,75.0,16.0,21.0,1010.0,cv,1.79,0.0,0.0
2012,10,22,15,80.0,19.0,32.0,1004.0,NW,4.92,0.0,0.0
2011,5,12,15,9.0,-15.0,25.0,1010.0,cv,131.3412,0.0,0.0
2010,2,25,7,162.10063,-6.0,-4.0,1029.0,NW,7.141562,0.0,0.0
2010,8,31,8,16.0,-17.0,-1.0,1026.0,cv,42.457314,0.0,0.0
2011,7,17,1,76.0,19.0,23.0,1005.0,cv,0.89,0.0,0.0
2011,12,7,1,122.0,6.0,12.0,1009.0,cv,4.0968437,0.0,0.0
2013,12,27,23,34.0,-12.0,2.0,1019.0,NW,30.846529,0.0,0.0
2012,8,21,21,71.0,20.0,28.0,1005.0,SE,40.63979,0.0,0.0
2011,4,12,1,55.0,-5.0,1.0,1021.0,NW,2.68,0.0,0.0
2011,11,2,23,144.0,1.0,5.0,1022.0,NW,3.58,0.0,0.0
2012,11,27,20,13.0,-11.0,11.0,1020.0,NW,42.462456,0.0,0.0
2014,12,19,20,72.0,-11.0,0.0,1024.0,NE,1.78,0.0,0.0
2012,11,1,7,44.0,13.0,23.0,1007.0,SE,24.59,0.0,0.0
2012,11,9,19,37.0,-2.0,9.0,1023.0,NW,27.72,0.0,0.0
2014,2,7,9,135.0,-8.0,-6.0,1031.0,SE,18.217916,1.0420241,0.0
2011,2,3,10,98.0,18.0,27.0,1003.0,SE,17.883472,0.0,0.0
2011,3,10,13,14.0,-16.673151,6.0,1023.0,NW,45.59129,0.0,0.0
2013,3,24,14,24.89603,-17.0,0.0,1026.0,NW,8.94,0.0,0.0
2013,4,12,18,63.0,11.0,25.03117,1006.0,SE,13.856209,0.0,0.0
2013,11,2,7,208.41524,1.9633665,6.0,1022.0,NW,2.68,0.0,0.0
2010,9,17,17,44.775436,2.0,20.0,1014.0,NW,11.18,0.0,0.0
2012,4,23,20,65.0,18.0,19.0,1006.0,cv,1.79,0.0,4.0246606
2012,7,26,20,42.0,26.707645,26.0,998.0,cv,0.89,0.0,0.0
2012,1,25,8,32.0,-19.0,-3.0,1026.0,NE,15.206636,0.0,0.0
2011,5,4,13,27.0,1.0,23.0,1011.0,SE,22.190239,0.0,0.0
2010,10,10,14,114.0,4.0,11.0,1016.5994,cv,2.67,0.0,0.0
2012,9,30,7,26.0,14.0,13.0,1013.0,NE,4.02,0.0,6.0
2010,7,10,12,78.521866,17.0,28.0,1005.0,cv,2.67,0.0,0.0
2010,9,30,20,170.0,-12.0,-1.0,1027.0,NE,1.78,0.0,0.0
2013,5,8,11,88.461784,6.0,19.0,1015.0,SE,9.84,0.0,0.0
2012,2,4,2,37.0,19.0,25.0,1007.0,SE,40.673107,0.0,0.0
2011,4,9,6,39.346687,-6.0,3.0,1015.0,NE,0.45,0.0,0.0
2014,2,12,10,221.87738,-9.0,-3.0,1028.0,NW,4.02,0.0,0.0
2012,2,31,10,106.77546,-14.0,-3.0,1023.0,NW,3.58,0.0,0.0
2010,3,15,13,56.006237,17.0,26.0,1006.0,cv,7.1560435,0.0,0.0
2014,1,21,4,39.0,-19.0,-7.0,1032.0,NW,1.79,0.0,0.0
2012,6,10,15,26.0,-16.0,8.0,1028.0,NW,27.716158,0.0,0.0
2012,10,9,18,278.3308,12.0,11.0,1015.0,SE,1.79,0.0,0.0
2012,4,1,4,91.0,-2.5806217,2.0,1022.0,NW,1.78,0.0,0.0
2014,10,20,9,47.0,1.0,13.0,1024.0,NW,31.292295,0.0,0.0
2011,6,2,5,33.505867,17.0,18.0,1010.0,NW,3.13,0.0,3.251228
2010,10,28,11,14.0,-4.0,15.0,1028.0,NE,9.39,0.0,0.0
2011,4,7,7,87.0,1.0,13.0,1017.0,SE,8.94,0.0,0.0
2010,7,28,3,103.0,22.593231,28.0,1001.0,SE,52.802345,0.0,0.0
2012,4,21,10,34.0,1.0,16.0,1013.0,NW,43.368885,0.0,0.0
2011,10,5,0,122.0,12.0,16.0,1019.0,SE,3.56,0.0,0.0
2014,9,4,13,46.0,-5.0,14.0,1018.0,cv,14.619511,0.0,0.0
