year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013,7,3,1,37.0,19.0,23.0,997.0,cv,0.45,0.0,0.0
2013,2,5,1,154.0,-9.0,-5.0,1024.0,cv,3.58,0.0,0.0
2012,6,12,4,144.0,12.0,21.0,997.0,cv,2.68,0.0,0.0
2010,2,5,13,23.0,-23.0,-2.0,1033.5906,NW,8.04,0.0,0.0
2013,2,20,3,184.51878,-12.0,-8.0,1026.0,NW,8.05,0.0,0.0
2012,3,11,8,139.2969,-5.0,1.0,1019.0,NW,0.89,0.0,0.0
2012,8,24,20,85.0,19.0,26.0,1012.0,SE,23.14314,0.0,0.0
2014,4,5,9,123.92855,-2.0,15.0,1020.0,cv,0.89,0.0,0.0
2012,8,19,12,76.0,20.0,28.0,1010.9188,SE,5.81,0.0,0.0
2011,9,27,3,242.9963,14.0,15.0,1018.0,NE,0.89,0.0,0.0
2010,11,7,4,54.169666,4.0,8.0,1014.0,SE,1.79,0.0,0.0
2011,11,7,16,8.0,-9.0,12.0,1023.0,NW,90.88724,0.0,0.0
2010,3,9,9,28.0,-12.0,-4.0,1032.0,NW,18.631351,0.0,0.0
2013,2,3,16,202.0,-5.0,2.0,1021.0,SE,6.26,0.0,0.0
2013,2,8,15,10.0,-27.0,0.0,1030.0,NW,210.58673,0.0,0.0
2012,4,2,16,150.0,12.0,19.0,1006.0,SE,12.794481,0.0,0.0
2014,9,2,6,74.0,19.0,20.0,1012.36255,cv,1.79,0.0,0.0
2013,1,7,22,143.39156,-15.0,-9.0,1027.0,cv,0.89,0.0,0.0
2012,10,24,2,78.474205,3.500406,7.0,1017.0,cv,0.89,0.0,0.0
2011,11,14,16,39.0,-4.0,13.0,1023.0,NW,30.475376,0.0,0.0
2010,5,3,14,136.0,3.0,24.0,1007.0,SE,11.622503,0.0,0.0
2013,10,21,23,19.0,-3.0,5.0,1028.0,NW,10.972962,0.0,0.0
2013,9,18,18,110.0,17.0,22.0,1016.0,SE,31.459911,0.0,0.0
2013,12,25,15,30.0,-21.0,3.0,1027.0,NW,44.958702,0.0,0.0
2010,5,22,14,85.0,4.0,33.0,998.0,NW,3.13,0.0,0.0
2012,8,5,2,57.638165,24.0,25.0,1011.0,cv,0.89,0.0,0.0
2010,6,10,0,36.0,14.0,21.0,1012.0,SE,10.132721,0.0,0.0
2012,12,4,13,107.0,-14.0,0.0,1021.0,cv,3.12,0.0,0.0
2010,4,20,5,66.148796,2.624599,6.0,1018.0,cv,0.89,0.0,0.0
2010,2,1,1,70.653366,-9.0,-2.0,1027.0,SE,2.23,0.0,0.0
2012,1,14,8,99.07127,-14.0,-6.0,1027.0,NE,1.79,0.0,0.0
2011,7,13,3,133.0,22.0,24.0,1006.0,SE,12.07,0.0,0.0
2012,7,1,16,129.0,23.052197,30.0,998.75275,SE,17.883007,0.0,0.0
2010,5,24,1,64.0,7.0,23.0,1000.0,NW,25.488409,0.0,0.0
2014,6,10,11,74.0,17.0,24.0,1010.0,cv,2.68,0.0,0.0
2011,6,9,14,69.109856,14.0,30.0,1003.0,SE,6.71,0.0,0.0
2011,2,14,13,21.0,-15.0,0.0,1030.0,NE,22.350113,0.0,0.0
2012,4,23,21,298.38953,14.0,20.0,1004.0,SE,8.05,0.0,0.0
2013,9,2,21,44.425056,12.0,23.0,1015.0,SE,21.907204,0.0,0.0
2013,4,7,17,12.0,-16.0,16.0,1015.0,NW,252.13739,0.0,0.0
2013,11,2,1,155.0,-5.0,5.8081975,1025.0,SE,1.79,0.0,0.0
2013,7,26,10,24.0,18.0,30.80205,997.2617,NW,19.6673,0.0,0.0
2012,1,18,4,428.38193,-5.1179075,-4.0,1026.0,NW,7.15,0.0,0.0
2012,1,12,15,144.0,-18.0,2.0,1025.0,NW,7.15,0.0,0.0
2013,9,5,7,69.0,16.0,18.0,1014.0,SE,1.79,0.0,0.0
2010,7,6,23,83.0,21.0,28.22619,1006.0,SE,44.663113,0.0,0.0
2014,9,12,20,8.234281,8.0,21.0,1015.0,NE,9.83,0.0,0.0
2011,11,9,12,21.574612,-6.0,16.0,1026.0,NW,5.81,0.0,0.0
2011,6,22,4,136.0,19.0,24.0,1002.0,SE,70.12238,0.0,0.0
2011,11,15,20,16.0,-13.0,1.0,1033.0,NW,217.56786,0.0,0.0
2012,2,12,2,124.83292,-13.0,-8.0,1029.0,cv,0.45,0.0,0.0
2013,8,15,3,72.0,22.0,27.0,1002.0,SE,9.84,0.0,0.0
2011,12,7,0,324.88986,-2.0,-1.0,1031.0,NW,7.1475325,0.0,0.0
2014,1,16,2,48.0,-12.0,-4.0,1034.0,cv,1.78,0.0,0.0
2012,11,1,14,139.0,0.0,13.0,1019.0,SE,1.79,0.0,0.0
2010,4,18,18,188.92166,8.0,11.0,1015.0,NE,4.02,0.0,2.3798077
2013,11,1,22,12.0,-3.0,10.0,1028.0,NW,20.122961,0.0,0.0
2011,9,9,1,28.0,16.0,17.0,1018.0,NW,5.738507,0.0,0.0
2013,5,11,14,64.0,4.0,26.0,1011.0,SE,22.35152,0.0,0.0
2014,4,10,20,102.0,2.0,20.0,1014.0,SE,65.615364,0.0,0.0
2011,2,25,8,19.0,-19.0,-8.0,1038.0,NE,1.78,0.0,0.0
2012,12,8,6,121.0,-2.0,-3.0,1029.0,SE,39.50099,6.044339,0.0
2010,3,4,23,229.11893,-2.0,1.0,1014.0,SE,12.07,0.0,0.0
2014,4,9,2,173.28615,2.0,9.0,1014.0,NW,2.23,0.0,0.0
2014,8,10,2,24.0,19.0,22.0,1006.0,NE,4.92,0.0,0.0
2010,4,6,18,18.0,-17.0,12.0,1023.0,cv,0.45,0.0,0.0
2011,5,13,12,29.0,9.0,20.0,1009.0,NE,15.643521,0.0,2.0
2011,7,12,11,108.0,20.0,28.0,1009.0,NE,1.79,0.0,0.0
2013,9,23,0,154.1044,17.0,19.232471,1014.0,NW,3.13,0.0,0.0
2012,1,26,3,76.0,-15.0,-7.0,1026.0,SE,21.01,0.0,0.0
2012,2,9,3,19.0,-20.0,-8.0,1027.1122,cv,0.89,0.0,0.0
2014,3,9,21,16.0,-24.0,4.0,1030.0,NW,167.7798,0.0,0.0
2012,2,5,4,140.0,-12.0,-4.0,1021.0,SE,17.88,0.0,0.0
2014,9,12,21,56.0,15.0,21.0,1013.0,SE,2.67,0.0,0.0
2014,2,7,13,123.038666,-15.0,2.0,1027.0,SE,4.02,0.0,0.0
2011,9,15,15,138.39384,18.0,28.0,1009.0,cv,1.34,0.0,0.0
2011,11,1,17,149.0,9.0,12.0,1023.0,NE,6.237256,0.0,2.0
2014,4,21,11,190.34804,-1.0,16.0,1022.0,SE,1.79,0.0,0.0
2011,2,1,9,32.0,-14.0,-1.0,1027.0,NE,3.13,0.0,0.0
2010,12,8,8,45.0,-4.0,9.0,1013.0,NW,3.13,0.0,0.0
2013,2,14,21,137.78856,-8.09127,-5.0,1025.0,cv,0.89,0.0,0.0
2010,12,27,14,111.0,-15.0,5.0,1009.0,SE,8.94,0.0,0.0
2012,1,6,1,183.0,-16.0,-9.0,1030.0,cv,0.45,0.0,0.0
2013,10,25,23,233.16086,4.0,8.0,1022.0,NW,0.89,0.0,0.0
2014,1,28,11,37.0,-12.0,0.0,1032.0,SE,3.13,0.0,0.0
2013,4,8,10,72.0,0.0,15.0,1010.0,cv,1.79,0.0,0.0
2014,12,10,15,178.43077,-12.0,4.0,1025.0,cv,4.456301,0.0,0.0
2010,4,21,5,36.0,2.3844495,9.0,1023.0,NW,8.05,0.0,4.0
2013,9,2,8,53.0,14.0,18.0,1017.0,cv,0.89,0.0,0.0
2011,6,2,11,64.98239,12.0,25.0,1007.0,cv,0.89,0.0,0.0
2010,1,10,21,91.4637,-14.0,-9.0,1028.0,cv,0.89,0.0,0.0
2014,9,19,13,105.0,17.0,24.0,1012.0,SE,8.9447,0.0,0.0
2010,6,1,18,68.0,14.0,22.0,1013.0,NW,3.58,0.0,0.0
2014,6,13,14,39.0,14.0,31.0,1006.0,SE,3.13,0.0,0.0
2011,11,11,23,72.72232,-5.0,8.0,1017.0,NW,53.473793,0.0,0.0
2010,5,19,5,121.56202,12.0,15.0,997.0,SE,67.08446,0.0,0.0
2013,11,3,16,196.87796,-2.0,12.0,1021.0,SE,0.89,0.0,0.0
2010,2,10,20,39.0,-17.0,-2.0,1030.0,NW,21.452995,0.0,0.0
2014,8,27,9,98.0,16.0,26.0,1014.0,cv,0.89,0.0,0.0
2014,7,18,12,130.0,21.0,30.0,1008.0,SE,4.02,0.0,0.0
2012,9,5,17,12.0,7.0,26.0,1016.0,cv,0.89,0.0,0.0
2014,9,30,13,21.0,4.0,19.0,1023.0,cv,1.78,0.0,0.0
2014,2,9,20,15.0,-24.0,-4.0,1035.4542,NW,15.460027,0.0,0.0
2012,8,10,23,89.18763,19.0,24.0,1007.0,SE,32.626205,0.0,0.0
2011,5,30,12,83.0,9.0,31.670778,1005.0,SE,21.969551,0.0,0.0
2014,4,16,3,74.0,-2.0,14.0,1013.0,SE,8.5,0.0,0.0
2013,1,12,13,24.974575,-22.0,-3.0,1027.0,NW,72.47771,0.0,0.0
2013,8,22,19,154.0,22.0,26.0,1007.0,cv,0.89,0.0,0.0
2013,7,13,11,57.0,20.0,28.0,1006.0,SE,3.58,0.0,6.6899557
2013,12,16,8,45.0,-18.0,-3.0,1032.0,cv,0.89,0.0,0.0
2013,10,23,16,21.0,-9.0,18.0,1020.0,SE,4.4542866,0.0,0.0
2014,7,22,22,75.656975,21.0,27.0,1005.0,SE,45.369057,0.0,0.0
2012,6,2,3,114.0,16.0,21.0,1006.0,SE,4.02,0.0,0.0
2014,11,14,7,21.0,-8.0,-0.4573572,1026.0,NW,8.007446,0.0,0.0
2011,9,23,12,140.60724,12.0,24.0,1015.0,cv,6.71,0.0,0.0
2010,12,5,22,225.24362,-9.0,-3.0,1014.0,NW,0.89,0.0,0.0
2014,4,23,20,84.0,11.0,21.0,1009.0,SE,56.166233,0.0,0.0
2011,5,6,16,64.0,-6.0,26.0,1002.0,NW,49.018738,0.0,0.0
2013,12,10,17,9.0,-21.0,4.0,1022.0,NW,71.728004,0.0,0.0
2014,12,7,7,128.0,-9.0,-4.0,1025.0,cv,3.13,0.0,0.0
2014,8,19,15,12.0,13.0,34.0,1009.0,SE,3.58,0.0,0.0
2010,10,18,12,55.0,3.1140473,10.0,1026.0,cv,0.45,0.0,3.0
2011,11,10,1,78.0,3.0,9.0,1024.0,cv,0.89,0.0,0.0
2011,11,19,6,56.0,-3.0,-1.0,1022.0,NE,0.89,0.0,0.0
2011,12,7,9,72.0,-4.0,1.0,1035.0,NW,14.75,0.0,0.0
2013,6,30,6,88.0,20.0,21.0,1003.0,cv,0.45,0.0,0.0
2014,12,30,5,31.0,-13.0,-6.0,1019.0466,NW,16.54,0.0,0.0
2010,12,2,4,34.0,-13.0,0.0,1020.0,NW,27.816246,0.0,0.0
2012,5,16,17,23.0,0.74013305,30.0,1002.0,SE,21.902374,0.0,0.0
2014,3,27,0,171.23552,-4.0,5.0,1015.0,cv,0.45,0.0,0.0
2012,1,28,23,100.0,-10.0,-6.0,1030.0,SE,0.89,0.0,0.0
2013,3,25,8,97.0,-5.0,3.0,1020.0,NW,8.04,0.0,0.0
2014,9,14,1,80.0,18.0,19.0,1013.0,SE,2.68,0.0,2.0
2010,8,29,1,105.403076,18.0,21.0,1010.0,NW,1.79,0.0,0.0
2013,3,14,1,95.0,-6.3559427,2.0,1028.0,SE,35.31605,0.0,0.0
2011,2,13,0,204.03146,-5.0,-4.0,1027.0,SE,0.89,0.0,0.0
2014,1,5,17,115.0,-11.0,3.0,1021.0,SE,20.406288,0.0,0.0
2010,2,15,1,29.0,-21.0,-7.0,1035.0,NE,15.129433,0.0,0.0
2010,1,29,15,41.0,-21.0,7.0,1017.0,NW,102.59077,0.0,0.0
2011,3,13,19,22.0,-15.0,9.0,1023.0,SE,2.68,0.0,0.0
2012,1,21,5,340.82895,-4.0,-2.0,1028.0,SE,4.92,0.0,0.0
2014,10,15,8,11.0,-6.0,14.0,1023.0,NE,27.270338,0.0,0.0
2014,7,31,2,161.0,22.0,24.0,1007.0,SE,5.367106,0.0,0.0
2011,7,26,20,109.0,23.0,27.0,1003.0,cv,1.7862769,0.0,0.0
2012,12,22,6,16.0,-19.0,-9.0,1035.0,NW,20.11,0.0,0.0
2011,3,15,10,16.0,-16.0,8.0,1029.0,NW,14.75,0.0,0.0
2011,8,11,4,51.0,23.0,23.0,1007.0,SE,2.68,0.0,0.0
2010,12,28,18,20.0,-20.0,-3.0,1020.0,NW,83.20282,0.0,0.0
2012,8,9,13,52.0,21.0,33.0,1006.0,SE,1.79,0.0,0.0
2013,3,4,1,72.0,-11.0,6.0,1023.0,SE,34.42847,0.0,0.0
2014,4,13,13,86.0,-4.0,22.0,1019.0,SE,3.13,0.0,0.0
2012,10,6,10,34.0,4.0,19.0,1026.0,NE,1.79,0.0,0.0
2010,1,19,16,384.82135,-5.0,2.0,1021.0,cv,0.89,0.0,0.0
2014,12,31,20,132.31958,-10.0,0.0,1024.0,NW,4.02,0.0,0.0
2012,7,4,5,122.0,19.0,22.0,1002.0,cv,3.13,0.0,0.0
2010,7,13,8,75.0,21.0,26.0,1010.0,NW,11.62,0.0,0.0
2011,1,6,2,84.1029,-10.0,-4.0,1033.0,SE,21.902372,0.0,0.0
2011,11,21,2,140.0,-5.0,-3.0,1032.0,NW,0.89,0.0,0.0
2013,8,7,20,22.0,18.0,26.0,1007.0,SE,3.58,0.0,0.0
2013,8,12,11,19.0,12.0,32.644295,1001.0,NW,43.160397,0.0,0.0
2012,11,27,22,319.3507,-4.0,0.0,1010.0,cv,0.89,0.0,0.0
2013,3,14,10,126.79127,-5.0,0.0,1026.0,SE,4.02,5.705896,0.0
2014,11,3,1,16.0,-2.0,3.0,1023.0,cv,1.79,0.0,0.0
2014,5,23,11,75.0,14.0,31.0,1012.0,SE,3.13,0.0,0.0
2011,10,30,1,302.82916,7.0,9.0,1023.0,SE,11.18,0.0,0.0
2013,3,13,23,7.0,-22.0,3.0,1029.0,NW,128.21877,0.0,0.0
2013,10,31,0,178.0,1.0,6.0,1027.0,cv,0.89,0.0,0.0
2014,3,27,14,46.0,-4.0,18.0,1010.0,NW,19.21036,0.0,0.0
2013,4,13,9,163.44214,2.0,16.0,1003.0,NE,2.68,0.0,0.0
2014,4,20,3,55.0,1.0,8.0,1019.0,SE,1.79,0.0,0.0
2013,10,21,20,85.0,3.0,12.262491,1021.0,cv,4.47,0.0,0.0
2013,2,21,11,362.65375,-4.0,1.0,1027.0,SE,4.02,0.0,0.0
2011,9,10,23,87.0,17.149311,19.0,1010.0,SE,39.782204,0.0,0.0
2011,3,24,17,13.0,-14.0,13.0,1021.0,NW,40.54768,0.0,0.0
2012,4,16,12,59.0,-5.0,20.0,1014.0,SE,12.961164,0.0,0.0
2014,10,4,23,110.0,12.0,13.0,1016.0,SE,0.89,0.0,0.0
2014,4,11,20,38.0,-3.3520656,12.0,1018.0,SE,8.04,0.0,0.0
2012,2,2,0,123.0,-8.0,-3.0,1020.0,NE,0.89,0.0,0.0
2010,5,29,21,144.0,15.0,23.0,1003.0,NE,4.47,0.0,0.0
2012,9,23,12,140.0,16.0,24.0,1014.0,NW,2.67,0.0,0.0
2014,1,4,3,9.0,-20.0,-3.0,1028.0,NW,9.84,0.0,0.0
2010,7,5,16,8.0,6.0,39.9535,998.0,NW,3.58,0.0,0.0
2013,3,14,0,58.0,-14.0,8.0,1021.0,NW,29.95,0.0,0.0
2010,5,27,9,121.0,15.0,22.0,1013.0,SE,1.79,0.0,0.0
2013,10,2,5,18.0,5.0,8.0,1023.0,NW,4.02,0.0,0.0
2010,1,15,9,117.0,-14.0,-6.0,1028.0,NW,26.82,0.0,0.0
2011,8,31,11,138.0,22.0,28.0,1010.0,cv,3.13,0.0,0.0
2014,9,20,17,189.34839,17.0,24.0,1009.0,SE,3.58,0.0,0.0
2013,1,8,2,295.43973,-15.0,-10.0,1030.0,NE,0.89,0.0,0.0
2013,1,6,3,27.0,-20.0,-9.462472,1030.0,NW,10.73,0.0,0.0
2013,4,23,0,156.12047,7.0,9.0,1014.0,cv,0.89,0.0,0.0
2014,6,10,15,66.0,17.0,25.0,1008.0,SE,13.86,0.0,0.0
2010,5,12,17,76.0,12.0,20.0,1012.0,SE,15.2,0.0,0.0
2014,4,3,2,116.0,1.0,9.0,1018.0,cv,1.78,0.0,0.0
2014,7,3,9,77.0,21.0,28.0,1002.0,NW,27.711351,0.0,0.0
2014,5,11,19,101.0,11.0,23.720621,1000.0,SE,30.685415,0.0,0.0
2013,2,3,13,27.0,-18.0,2.0,1029.0,NE,3.58,0.0,0.0
2014,8,25,20,18.0,18.0,23.0,1009.0,cv,0.89,0.0,0.0
2011,12,21,9,207.60468,-5.0,-4.0,1027.0,NE,2.6781876,0.0,0.0
2010,5,24,5,93.0,10.0,15.0,999.0,SE,1.79,0.0,0.0
2012,10,7,18,53.0,2.0,13.0,1020.0,NE,31.823355,0.0,0.0
2014,6,30,15,35.0,15.0,33.0,1005.0,NW,1.79,0.0,0.0
2014,7,21,13,58.0,22.0,29.0,1003.0,NW,5.3607073,0.0,2.0
2014,3,17,15,13.0,-22.438904,10.0,1023.0,cv,0.89,0.0,0.0
2014,3,15,1,47.0,-20.0,6.0,1014.0,SE,1.79,0.0,0.0
2012,6,15,1,128.0,18.0,22.0,1005.0,SE,14.751558,0.0,0.0
2010,9,5,16,76.0,19.0,28.0,1010.0,NW,21.01334,0.0,0.0
2011,4,6,17,19.0,-9.161402,21.0,1012.0,NW,97.44936,0.0,0.0
2012,12,15,16,314.277,-1.0,2.0,1024.0,SE,1.79,0.0,0.0
2012,4,13,14,69.0,-4.0,25.0,1007.0,SE,18.78,0.0,0.0
2013,9,24,3,20.0,6.2891054,8.802802,1021.0,NW,9.84,0.0,0.0
2012,1,22,4,224.88646,-14.0,-8.0,1028.0,NW,6.240433,0.0,0.0
2012,9,9,18,85.0,18.0,25.508217,1014.0,SE,16.09,0.0,0.0
2011,11,6,11,43.0,2.0,12.521307,1028.0,NW,12.07,0.0,0.0
2014,1,27,21,19.713045,-23.0,4.0,1026.0,NW,13.86,0.0,0.0
2012,11,29,14,58.0,-16.0,3.0,1023.0,NW,5.3624444,0.0,0.0
2012,2,12,21,144.89279,-9.0,-2.0,1028.0,SE,12.96,0.0,0.0
2012,12,10,21,103.20111,-12.0,-5.0,1028.5896,SE,29.95,0.0,0.0
2014,2,14,19,23.0,-19.0,-1.0,1033.0,NE,3.13,0.0,0.0
2011,7,3,22,20.235577,16.0,29.0,999.0,NW,25.035961,0.0,0.0
2013,9,7,5,151.0,16.0,18.0,1015.35205,NW,6.71,0.0,0.0
2013,6,5,10,184.0,15.0,17.0,1015.0,SE,8.5,0.0,0.0
2012,9,1,13,25.0,17.0,25.0,1012.0,NW,35.349026,0.0,0.0
2010,2,14,15,10.0,-22.0,-1.0,1031.0,NE,58.200825,0.0,0.0
2013,7,19,11,113.0,21.0,26.0,1001.71643,NW,13.463777,0.0,0.0
2012,6,20,6,233.22783,19.0,23.0,1002.0,SE,47.417877,0.0,0.0
2012,12,1,15,22.0,-23.0,-5.0,1033.0,NE,45.594078,0.0,0.0
2010,7,22,2,251.24434,26.320675,28.0,997.0,cv,0.89,0.0,0.0
2014,10,2,9,56.0,6.0,11.0,1025.0,cv,1.79,0.0,0.0
2014,6,27,16,10.0,12.0,32.413963,1004.0,SE,7.454139,0.0,0.0
2011,3,17,10,72.0,-11.0,9.0,1022.0,SE,7.1531973,0.0,0.0
2013,6,6,17,114.0,19.0,28.0,996.0,cv,1.9809265,0.0,0.0
2011,8,22,10,59.0,16.0,28.0,1013.0,NW,3.13,0.0,0.0
2011,9,14,15,125.0,16.0,27.0,1009.0,SE,15.652,0.0,0.0
2011,5,12,14,39.0,3.0,24.0,1004.0,cv,1.79,0.0,0.0
2013,3,26,23,144.61932,-4.0,7.0,1013.0,SE,33.734467,0.0,0.0
2011,4,8,22,54.0,-9.0,10.0,1016.0,cv,1.78,0.0,0.0
2014,9,5,0,63.0,17.0,23.61731,1009.0,SE,12.07,0.0,0.0
2010,10,3,21,10.327584,-2.0,6.0,1031.0,NW,12.07,0.0,0.0
2011,6,2,3,27.0,11.0,19.0,1008.0,SE,42.140137,0.0,0.0
2011,1,17,13,25.0,-20.0,-3.8543582,1035.0,NW,65.291016,0.0,0.0
2012,11,2,19,213.98087,8.0,11.0,1018.0,SE,11.18,0.0,0.0
2011,2,25,16,21.0,-15.0,4.0,1031.0,NW,54.53899,0.0,0.0
2011,10,25,12,174.0,10.0,14.886601,1019.0,SE,7.167438,0.0,0.0
2011,11,15,11,118.0,-5.0,4.0,1030.0,NW,11.670456,0.0,0.0
2011,2,25,4,224.8363,-6.0,-4.0,1028.0,NW,13.4144335,0.0,0.0
2013,12,30,23,299.35745,-12.0,-7.0,1031.0,cv,0.89,0.0,0.0
2011,7,4,18,81.179535,21.0,28.0,1003.0,cv,1.79,0.0,0.0
2010,7,27,11,218.69562,25.0,31.0,1004.0,SE,6.26,0.0,0.0
2014,10,11,15,143.0,10.0,23.0,1017.0,SE,1.79,0.0,0.0
2011,4,23,14,191.83516,8.0,19.0,1007.0,SE,71.1993,0.0,0.0
2010,7,11,21,166.0,21.0,23.0,1006.0,NE,1.79,0.0,0.0
2011,7,5,12,26.0,16.0,31.0,1001.0,NW,16.117126,0.0,0.0
2010,1,5,22,43.0,-24.0,-13.0,1034.6896,NW,4.02,0.0,0.0
2013,1,24,5,177.66107,-9.0,-4.0,1024.0,cv,0.89,0.0,0.0
2013,8,5,1,56.0,21.0,24.0,998.0,cv,0.89,0.0,0.0
2013,11,17,5,61.819088,-7.0,-1.0,1022.0,NW,3.1295335,0.0,0.0
2010,11,11,23,377.574,-2.0,3.0,1019.0,NW,0.89,0.0,0.0
2010,7,9,16,116.0,21.0,29.0,1004.0,SE,25.028065,0.0,0.0
2012,7,6,2,65.0,23.0,25.0,1003.0,SE,3.12,0.0,0.0
2012,4,1,23,68.0,-6.0,6.0,1016.0,SE,0.89,0.0,0.0
2013,1,10,11,418.54614,-10.0,-5.0,1027.0,SE,5.37,0.0,0.0
2014,10,15,12,10.0,-5.0,23.0,1015.0,NW,56.200264,0.0,0.0
