year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2010,12,17,5,88.0,-7.0,3.0,1016.6462,SE,39.78756,0.0,0.0
2010,5,18,16,99.0,12.0,23.0,1004.0,SE,19.675882,0.0,0.0
2010,10,11,18,55.0,6.0,11.0,1023.0,NW,3.56,0.0,0.0
2011,4,5,16,161.0,-6.0,15.0,1018.0,SE,12.07,0.0,0.0
2013,7,14,2,90.0,22.0,25.0,1007.0,SE,41.56993,0.0,0.0
2011,9,14,7,175.01321,18.0,19.0,1012.0,cv,1.79,0.0,0.0
2014,11,11,17,70.0,-5.0,11.0,1022.0,SE,8.05,0.0,0.0
2014,12,5,6,165.7073,-11.0,-4.0,1023.0,NW,5.81,0.0,0.0
2011,1,12,19,100.0,-18.0,-7.0,1022.0,cv,0.89,0.0,0.0
2011,6,3,21,52.0,12.0,26.0,1005.0,SE,39.7808,0.0,0.0
2011,9,3,1,79.85911,17.0,20.0,1014.0,NW,11.18,0.0,0.0
2013,6,12,1,33.73006,12.0,18.0,1007.0,NW,8.94,0.0,0.0
2010,3,10,0,70.0,-8.0,2.0,1025.0,SE,8.94,0.0,0.0
2011,5,11,7,62.0,11.0,17.0,1008.0,NE,2.67,0.0,0.0
2013,7,26,8,48.0,19.0,27.0,1003.0,NE,1.79,0.0,0.0
2011,9,3,5,68.0,16.0,18.0,1014.0,NW,2.68,0.0,0.0
2011,7,24,5,89.285,23.0,24.0,1004.0,SE,1.79,0.0,0.0
2010,8,20,16,50.0,18.0,31.0,1010.0,SE,8.94,0.0,0.0
2010,5,30,6,82.0,12.0,19.0,1002.0,cv,0.89,0.0,0.0
2014,11,6,4,72.0,-2.0,2.0,1023.0,NW,6.71,0.0,0.0
2014,10,25,23,21.0,-4.0,6.0,1029.0,cv,1.79,0.0,0.0
2011,9,17,8,74.0,14.0,18.0,1017.0,SE,17.432703,0.0,0.0
2011,11,7,9,61.0,4.0,10.0,1027.0,SE,1.79,0.0,0.0
2012,2,5,8,100.0,-13.0,-4.0,1020.0,NE,0.89,0.0,0.0
2010,7,7,16,97.0,19.0,30.0,1004.0,SE,21.453337,0.0,0.0
2014,9,3,16,94.31257,18.0,26.0,1013.0,SE,10.29,0.0,0.0
2013,12,14,15,96.0,-19.0,8.0,1021.0,SE,11.534385,0.0,0.0
2010,12,6,12,14.0,-18.0,3.7266645,1032.0,NW,159.82039,0.0,0.0
2011,12,20,12,117.0,-12.0,1.0,1028.0,cv,0.89,0.0,0.0
2010,2,11,2,142.0,-9.0,-5.0,1023.0,NW,1.79,0.0,0.0
2012,4,2,8,84.0,-4.0,6.0,1019.0,NW,8.94,0.0,0.0
2013,4,17,14,24.0,-7.0,19.0,1011.0,NW,5.6048656,0.0,0.0
2013,6,3,21,149.0,16.0,22.0,1006.0,NW,4.02,0.0,0.0
2014,8,30,8,132.17966,21.0,24.0,1013.2909,SE,1.79,0.0,0.0
2012,4,16,3,30.0,2.0,9.0,1016.0,cv,1.79,0.0,0.0
2010,5,21,8,92.0,6.9626927,21.0,1008.0,NW,3.13,0.0,0.0
2011,4,7,9,93.0,-3.0,16.0,1014.0,NW,8.94,0.0,0.0
2010,4,15,2,238.09346,5.0,9.0,1014.0,NW,4.02,0.0,0.0
2010,12,21,10,183.0,-10.0,0.0,1014.0,cv,0.89,0.0,0.0
2011,5,3,7,29.0,0.0,17.0,1016.0,NW,16.546513,0.0,0.0
2011,3,5,9,113.0,-5.0,6.0,1019.0,cv,0.89,0.0,0.0
2010,12,17,18,24.0,-19.0,-1.0,1020.0,NW,83.45029,0.0,0.0
2010,9,14,20,172.42146,17.0,26.0,1012.0,SE,16.545637,0.0,0.0
2013,3,17,11,163.0,1.0,7.230914,1021.0627,SE,11.63,0.0,0.0
2014,5,22,4,155.50113,16.0,25.0,1005.0,SE,15.65,0.0,0.0
2011,1,6,17,97.0,-13.0,-2.0,1031.0,SE,16.545599,0.0,0.0
2013,8,10,14,63.0,20.0,33.0,1004.0,SE,8.05,0.0,0.0
2010,4,9,20,34.0,-6.0,11.0,1017.0,NE,13.729086,0.0,0.0
2013,9,2,16,47.0,12.0,26.0,1014.0,SE,7.16,0.0,0.0
2014,6,19,18,16.0,13.0,29.0,1005.0,cv,0.89,0.0,0.0
2014,10,11,12,172.0,13.0,19.0,1020.0,cv,1.79,0.0,0.0
2010,6,7,18,64.0,12.0,27.0,1010.0,NW,74.28402,0.0,0.0
2011,5,19,8,13.0,6.0,19.0,1007.0,NW,27.719217,0.0,0.0
2011,11,6,4,68.0,3.0,6.0,1028.0,NW,1.78,0.0,0.0
2014,12,19,1,32.0,-13.0,-1.0,1028.0,NE,1.78,0.0,0.0
2013,12,3,11,60.637016,-13.0,10.0,1023.0,NW,4.0178394,0.0,0.0
2011,2,24,13,56.0,-11.0,9.0,1023.0,SE,6.26,0.0,0.0
2014,11,16,14,155.0,-1.0,12.0,1024.0,SE,5.81,0.0,0.0
2012,7,1,1,153.99709,23.0,25.0,1001.0,cv,1.79,0.0,0.0
2014,8,24,7,72.0,20.0,24.0,1008.0,SE,12.97,0.0,0.0
2012,10,29,12,26.0,0.0,15.0,1024.0,NW,1.79,0.0,0.0
2011,1,28,7,18.0,-18.0,-3.0,1035.0,NW,48.545254,0.0,0.0
2013,10,18,20,175.0,7.0,11.0,1021.0,cv,1.79,0.0,0.0
2013,3,23,7,66.0,-3.0,0.0,1017.0,SE,76.73628,0.0,0.0
2013,1,17,4,58.0,-15.0,-9.0,1031.0,NW,12.940821,0.0,0.0
2011,8,5,17,114.0,22.0,30.0,1005.0,SE,14.897932,0.0,0.0
2010,4,3,17,79.0,-10.0,19.0,1015.0,SE,14.303803,0.0,0.0
2011,4,6,7,137.0,-2.0,12.0,1022.0829,SE,43.638073,0.0,0.0
2011,4,16,1,35.0,-1.0,9.0,1018.0,NW,7.15,0.0,0.0
2012,6,3,9,189.0,18.0,23.0,1004.0,cv,1.78,0.0,0.0
2013,11,6,20,164.48181,-2.0,8.0,1015.0,NW,5.81,0.0,0.0
2014,9,6,3,60.0,18.0,20.0,1011.0,cv,1.78,0.0,0.0
2012,3,30,18,62.0,-6.0,9.0,1020.0,SE,13.410553,0.0,0.0
2010,1,22,10,27.548508,-18.0,-1.9896891,1031.4431,NW,92.09831,0.0,0.0
2010,10,21,5,79.0,7.0,9.0,1024.0,SE,1.79,0.0,0.0
2011,7,15,14,116.0,22.0,28.0,1002.0,SE,6.26,0.0,0.0
2010,11,3,20,199.0,4.0,11.0,1020.0,SE,6.7013135,0.0,0.0
2014,2,17,15,88.41342,-18.0,6.0,1033.0,SE,9.567985,0.0,0.0
2011,2,15,17,59.0,-14.0,2.0,1027.0,SE,15.2,0.0,0.0
2014,5,16,8,80.0,11.0,17.0,1011.0,SE,11.682563,0.0,3.0
2013,11,25,22,59.0,-14.0,7.0,1017.0,NW,44.797142,0.0,0.0
2011,7,7,11,135.87817,22.0,27.0,1002.0,SE,5.343019,0.0,0.0
2014,3,23,11,14.0,-15.0,18.0,1025.0,NW,6.26,0.0,0.0
2013,4,3,14,74.0,-4.0,15.0,1013.0,cv,3.58,0.0,0.0
2011,6,17,7,101.0,18.0,23.0,1007.0,SE,1.79,0.0,0.0
2011,6,24,12,42.0,14.0,28.0,1009.0,SE,8.05,0.0,0.0
2010,6,8,1,111.0,15.0,19.0,1013.0,cv,0.89,0.0,0.0
2013,3,4,13,25.0,-19.0,14.0,1024.0,SE,3.58,0.0,0.0
2014,3,21,17,32.0,-15.0,20.0,1016.0,SE,18.33,0.0,0.0
2013,9,19,21,28.429665,9.0,20.0,1017.0,NW,20.12168,0.0,0.0
2011,11,10,6,51.0,-4.0,-1.0,1022.0,NW,3.13,0.0,0.0
2011,3,5,19,77.27769,-8.0,7.8428884,1018.0,SE,1.79,0.0,0.0
2013,4,10,13,11.0,-12.0,15.0,1017.0,NW,75.37472,0.0,0.0
2013,8,18,7,12.0,15.0,26.0,1008.0,NE,3.58,0.0,0.0
2010,12,12,23,110.0,-12.0,-3.0,1017.0,NW,20.126696,0.0,0.0
2012,3,24,14,14.0,-14.0,13.0,1018.0,NW,146.10867,0.0,0.0
2013,3,15,16,164.28287,-3.0,11.0,1015.0,SE,16.1,0.0,0.0
2012,3,19,23,108.80531,-2.0,3.0,1023.0,SE,7.1418853,0.0,0.0
2010,8,6,10,33.0,14.0,28.0,1014.0,NW,2.6712444,0.0,0.0
2013,4,13,19,91.0,1.0,9.0,1010.0,cv,0.89,0.0,0.0
2011,6,25,8,140.0,20.0,24.0,1000.0,SE,7.15,0.0,0.0
2014,8,15,3,41.0,17.0,20.0,1007.0,SE,3.58,0.0,0.0
2014,11,20,7,287.62656,1.0,2.8659751,1018.0,cv,1.79,0.0,0.0
2013,8,11,14,11.0,15.0,32.0,1005.0,NE,3.58,0.0,0.0
2012,12,19,14,171.44168,-10.0,0.0,1023.0,cv,1.79,0.0,0.0
2011,1,11,8,28.289606,-19.0,-5.0,1027.0,NW,10.73,0.0,0.0
2010,6,14,10,100.0,18.0,26.0,1004.0,SE,19.887947,0.0,0.0
2010,8,11,8,47.0,20.0,23.0,1005.0,NW,3.13,0.0,0.0
2011,8,17,16,76.0,23.0,28.0,1005.0,SE,20.129854,0.0,0.0
2011,3,20,17,80.38803,-4.0,15.0,1014.0,SE,14.31,0.0,0.0
2011,12,19,8,13.0,-19.0,-6.0,1035.0,NW,141.23254,0.0,0.0
2011,12,10,3,17.0,-13.0,-2.0,1028.0,NW,20.17091,0.0,0.0
2012,3,15,13,70.0,-11.0,9.0,1023.0,SE,5.668593,0.0,0.0
2011,8,17,1,62.0,22.0,24.201027,1005.0,SE,19.574097,0.0,1.0
2013,12,11,10,12.0,-19.0,4.0,1022.0,NE,8.659717,0.0,0.0
2010,4,22,18,45.780533,1.0,12.0,1019.0,SE,10.73,0.0,0.0
2011,1,16,19,174.0,-14.0,-5.0,1030.0,cv,1.34,0.0,0.0
2010,4,24,4,85.0,4.0,12.0,1016.0,SE,2.67,0.0,0.0
2011,12,16,11,16.0,-21.0,-3.0,1038.0,NW,256.04077,0.0,0.0
2011,6,25,16,46.0,17.0,26.0,1011.0,NW,17.88,0.0,0.0
2013,8,17,18,23.0,15.0,30.0,1002.0,NW,45.594116,0.0,0.0
2011,1,21,3,35.0,-20.0,-8.0,1028.4015,NW,7.15,0.0,0.0
2011,10,23,22,47.0,3.0,12.0,1016.0,NW,33.83894,0.0,0.0
2011,7,17,3,54.0,20.0,22.86377,1004.0,cv,1.78,0.0,0.0
2013,3,17,1,109.0,-5.0,0.0,1025.0,SE,2.67,0.0,0.0
2010,8,24,4,85.09388,18.0,20.0,1013.0,NW,2.67,0.0,0.0
2011,12,2,1,125.0,-4.0,-3.0,1025.0,NW,36.883793,0.0,0.0
2013,2,3,17,215.89078,-4.0,1.0,1020.0,cv,1.78,0.0,0.0
2011,8,6,14,66.0,22.0,30.0,1008.0,SE,5.37,0.0,0.0
2012,3,7,5,11.0,-17.0,-1.0,1025.0,NW,100.91358,0.0,0.0
2013,12,6,13,80.0,-14.0,8.0,1020.0,NW,7.15,0.0,0.0
2014,4,11,8,76.0,4.0,12.0,1018.0,NE,1.79,0.0,0.0
2013,6,13,13,90.0,15.87255,26.0,1008.0,SE,15.2,0.0,0.0
2014,3,26,11,283.57578,5.0,19.0,1011.0,cv,1.79,0.0,0.0
2013,12,23,11,33.219,-17.0,1.0,1033.0,NE,5.37,0.0,0.0
2010,2,26,0,120.0,-14.0,-7.0,1027.0,cv,1.34,0.0,0.0
2010,4,13,11,16.0,-19.0,8.0,1027.0,NW,142.7358,0.0,0.0
2010,11,9,10,41.0,-6.0,7.0,1023.0,NW,9.84,0.0,0.0
2012,4,22,16,114.0,7.0,20.0,1007.0,NW,11.63,0.0,0.0
2012,3,2,16,63.0,-10.0,3.0,1025.0,SE,11.18,0.0,0.0
2012,2,10,7,134.0,-9.0,-6.0,1025.0,NW,2.67,0.0,0.0
2014,5,22,16,120.0,15.0,30.0,1006.0,cv,3.58,0.0,0.0
2011,6,2,5,34.0,9.0,18.0,1008.0,cv,0.89,0.0,0.0
2010,6,25,16,67.0,12.0,30.0,1008.0,NW,9.39,0.0,0.0
2012,10,2,18,22.0,4.0,21.0,1016.0,SE,1.79,0.0,0.0
2014,12,26,16,81.0,-15.0,2.0,1024.0,SE,3.56,0.0,0.0
2011,9,14,8,102.0,16.0,18.0,1013.0,cv,1.79,0.0,0.0
2011,3,11,1,72.0,-11.0,4.0,1018.0,SE,37.998627,0.0,0.0
2012,10,20,19,85.0,6.0,15.0,1020.0,SE,13.86,0.0,0.0
2013,9,22,3,69.0,14.0,17.0,1015.1315,NW,8.097887,0.0,0.0
2011,4,20,0,79.0,-1.0,9.0,1019.0,NW,7.14135,0.0,0.0
2010,8,21,1,95.0,18.0,23.0,1010.0,NW,1.8574597,0.0,0.0
2011,2,3,19,204.14497,-11.0,1.0,1022.0,SE,9.353975,0.0,0.0
2011,1,16,5,217.88727,-17.0,-9.0,1034.0,NW,2.68,0.0,0.0
2010,10,17,17,65.0,0.0,12.0,1025.0,SE,9.84,0.0,0.0
2014,2,24,19,292.6858,-6.0,4.0,1026.0,NW,10.778112,0.0,0.0
2012,3,2,3,71.0,-10.0,0.0,1020.0,NW,3.13,0.0,0.0
2014,8,16,18,48.0,16.64566,30.0,1007.0,SE,15.204965,0.0,0.0
2011,3,10,9,51.0,-14.0,6.0,1025.0,NW,3.56,0.0,0.0
2011,4,10,1,79.96847,-1.0,11.0,1014.0,cv,1.79,0.0,0.0
2011,5,26,3,103.0,12.0,19.0,1011.0,SE,33.993576,0.0,0.0
2011,6,30,12,183.04625,22.0,30.0,1004.0,SE,8.942617,0.0,0.0
2013,12,13,22,104.0,-13.0,-1.0,1020.0,NW,4.02,0.0,0.0
2013,8,2,5,48.0,18.0,20.0,1007.0,cv,1.79,0.0,0.0
2011,3,2,17,25.0,-17.0,7.0,1024.0,NW,106.61733,0.0,0.0
2013,11,14,22,76.0,-11.0,7.878643,1021.0,NW,4.02,0.0,0.0
2011,5,12,19,28.0,1.2942324,24.0,1003.0,SE,7.7555223,0.0,0.0
2011,5,20,0,38.0,4.0,19.0,1012.0,SE,33.838955,0.0,0.0
2014,6,25,14,14.0,12.0,28.0,1007.0,NW,17.433968,0.0,0.0
2014,12,21,20,73.0,-12.0,2.0,1021.0,cv,0.89,0.0,0.0
2013,12,11,19,32.48579,-20.0,3.0,1018.0,SE,7.15,0.0,0.0
2011,6,30,18,114.0,22.0,29.0,1001.0,SE,9.83,0.0,0.0
2011,7,20,5,68.0,20.0,22.0,1005.0,cv,0.89,0.0,0.0
2012,9,24,7,74.0,16.0,19.0,1018.0,cv,2.68,0.0,0.0
2014,10,15,10,201.52513,9.0,15.0,1014.0,cv,1.79,0.0,0.0
2013,11,7,7,16.0,-13.0,10.0,1020.0,NW,81.58442,0.0,0.0
2011,10,19,15,90.0,8.0,17.0,1021.0,SE,9.39,0.0,0.0
2013,6,7,5,121.0,17.0,21.0,1006.0,NW,5.37,0.0,0.0
2012,5,23,18,88.0,13.0,28.0,1008.0,SE,35.768497,0.0,0.0
2014,7,29,14,97.96487,21.0,34.007263,1004.0,SE,11.18,0.0,0.0
2011,11,12,20,45.0,-3.5419824,10.0,1019.0,cv,1.79,0.0,0.0
2011,9,4,12,65.187325,17.0,26.0,1013.0,cv,1.79,0.0,0.0
2011,4,10,1,132.0,0.0,13.0,1015.0,SE,2.68,0.0,0.0
2011,1,18,22,44.34961,-20.0,-5.0,1029.0,NW,2.67,0.0,0.0
2011,4,11,3,46.0,-1.0,13.0,1013.0,NW,10.73,0.0,0.0
2011,3,22,1,15.0,-19.0,4.0,1028.0,NW,59.74159,0.0,0.0
2014,3,1,21,69.0,-14.0,4.0,1023.0,SE,33.16876,0.0,0.0
2013,3,24,13,14.0,-18.0,11.0,1020.0,NW,12.07,0.0,0.0
2014,4,12,7,139.44553,-3.0,15.0,1016.0,cv,1.79,0.0,0.0
2011,5,3,5,22.0,1.0,12.0,1014.0,NE,1.79,0.0,0.0
2011,4,27,5,58.0,3.0,10.0,1009.0,SE,4.45,0.0,0.0
2014,1,23,0,200.0953,-11.0,-2.0,1021.0,NW,4.02,0.0,0.0
2014,12,13,8,55.0,-13.0,-7.0,1030.0,NE,1.78,0.0,0.0
2011,12,23,17,66.0,-16.0,2.1526153,1024.0,SE,5.37,0.0,0.0
2013,1,23,4,493.3581,-7.0,-6.0,1021.0,NW,5.37,0.0,0.0
2013,9,11,1,97.64031,13.0,19.0,1015.0,cv,0.89,0.0,0.0
2012,6,20,16,102.24869,17.0,29.772633,1002.0,SE,13.931502,0.0,0.0
2011,7,4,20,57.0,17.0,30.50794,1003.0,SE,11.63,0.0,0.0
2011,11,13,10,39.0,-6.0,9.0,1026.0,NE,1.79,0.0,0.0
2014,6,7,1,71.0,16.0,23.0,1003.0,SE,10.651246,0.0,0.0
2011,4,18,0,27.0,-11.0,10.0,1020.0,SE,1.79,0.0,0.0
2013,12,4,8,79.0,-10.0,3.0,1020.0,NW,8.95,0.0,0.0
2014,2,17,8,210.31279,-9.0,-5.0,1031.0,NW,16.098368,0.0,0.0
2012,3,11,0,19.582464,-12.0,4.773155,1022.0,NW,47.384068,0.0,0.0
2014,7,5,7,124.0,22.0,26.0,1006.0,SE,38.3834,0.0,0.0
2011,12,18,5,61.0,-16.0,-8.0,1034.0,NW,8.94,0.0,0.0
2011,6,6,14,23.0,11.0,30.0,1004.478,cv,3.58,0.0,0.0
2012,11,16,3,20.0,-3.492701,2.50347,1021.0,NW,97.61809,0.0,0.0
2011,12,29,1,116.0,-11.0,-7.0,1025.0,NE,0.89,0.0,0.0
2011,8,17,22,31.0,20.0,24.0,1010.0,NW,21.9,0.0,0.0
2011,12,11,5,75.0,-9.0,-4.0,1026.0,NW,4.46,0.0,0.0
2014,11,13,18,39.0,-9.0,9.0,1022.0,SE,10.73,0.0,0.0
2013,6,12,3,42.0,12.0,15.0,1009.2347,NW,2.67,0.0,0.0
2011,8,20,14,62.0,20.0,24.0,1012.0,NW,18.976532,0.0,0.0
2014,5,29,14,87.0,14.0,33.0,1004.0,SE,8.0427065,0.0,0.0
2012,7,20,14,152.0,24.0,31.0,1004.0,SE,12.97,0.0,0.0
2013,12,6,22,178.68726,-10.0,0.0,1019.0,cv,0.89,0.0,0.0
2014,12,5,23,99.0,-11.0,-3.0,1024.0,NW,4.02,0.0,0.0
2010,12,29,20,57.662025,-15.246598,-3.0,1021.0,NW,8.042081,0.0,0.0
2014,4,18,8,99.0,7.0,14.0,1021.0422,SE,3.5781116,0.0,0.0
2014,7,18,3,90.0,20.0,25.0,1008.0,SE,54.28102,0.0,0.0
2010,3,3,10,139.85397,-7.0,2.0,1025.0,NW,11.17,0.0,0.0
2013,6,2,16,182.97168,20.0,27.0,1002.0,SE,23.605347,0.0,0.0
2011,3,21,17,39.0,-18.0,12.0,1020.0,NW,8.94,0.0,0.0
2014,11,14,18,22.0,-14.0,9.0,1025.0,NW,11.63,0.0,0.0
2011,11,11,21,184.47816,3.0,7.0,1015.0,cv,3.5780096,0.0,0.0
2014,6,25,0,64.0,18.0,23.0,1004.0,cv,0.89,0.0,0.0
2013,3,21,19,160.0,-4.0,6.0,1014.0,SE,20.365885,0.0,0.0
2014,3,23,9,156.0,-6.0,13.0,1019.0,cv,1.3653973,0.0,0.0
2014,8,17,7,70.0,20.0,25.0,1009.0,cv,3.13,0.0,0.0
2014,3,11,4,155.0,-5.0,0.0,1020.0,NW,6.71,0.0,0.0
2010,12,13,17,222.99132,-6.0,1.0,1009.0,NE,1.79,0.0,0.0
2011,1,3,10,75.0,-15.808895,-5.0,1033.0,NE,2.68,0.0,0.0
2014,4,21,1,59.579834,-0.2590404,15.0,1021.0,SE,25.546284,0.0,0.0
2012,9,3,1,83.0,17.0,19.0,1014.0,cv,1.78,0.0,0.0
2011,2,27,19,99.45454,-5.0,0.0,1026.0,SE,20.11,0.0,0.0
2013,2,12,14,154.0,-10.0,0.0,1024.0,NW,1.79,0.0,0.0
2011,4,16,0,72.95721,-1.0,14.0,1014.0,SE,51.634438,0.0,0.0
2013,6,6,23,180.04227,17.0,23.0,1008.0,SE,13.852159,0.0,0.0
2013,2,4,14,80.95934,13.0,25.0,1000.0,SE,27.527605,0.0,0.0
2014,7,18,11,132.01921,22.0,30.0,1008.0,SE,1.79,0.0,0.0
2010,10,13,3,335.68137,11.0,12.0,1012.0,NE,1.79,0.0,0.0
2013,10,26,20,62.0,-2.0,7.0,1023.0,NW,8.5,0.0,0.0
2010,7,30,9,146.0,23.0,27.0,1007.0,SE,4.02,0.0,0.0
2011,12,3,15,18.0,-20.0,3.0,1027.0,NW,59.725418,0.0,0.0
2013,4,16,8,61.0,-1.0,12.0,1012.0,SE,4.92,0.0,0.0
2012,3,16,13,143.0,-5.0,14.0,1017.0,SE,5.37,0.0,0.0
2010,3,5,12,47.0,-14.0,2.2831917,1028.0,NW,12.97,0.0,0.0
2011,2,26,14,93.0,-5.0,5.0,1024.0,SE,6.26,0.0,0.0
2010,12,6,5,21.0,-11.0,-2.0,1022.0,NW,11.174229,0.0,0.0
2013,4,6,20,26.0,-8.0,11.0,1011.0,SE,21.908634,0.0,0.0
2011,7,18,12,50.0,18.0,28.0,1004.0,NE,3.13,0.0,0.0
2013,6,30,5,155.2071,21.0,22.0,1004.0,cv,1.78,0.0,0.0
2011,4,24,19,22.0,-4.0,15.0,1011.0,SE,25.3033,0.0,0.0
2013,6,2,0,61.0,15.0,19.0,1009.0,cv,0.89,0.0,0.0
2011,8,25,3,88.16581,20.0,21.0,1012.0,SE,25.47191,0.0,0.0
2011,5,3,8,54.979424,6.0,14.0,1017.0,NW,2.68,0.0,0.0
2010,3,30,7,74.0,-5.0,1.0,1020.0,NW,3.13,0.0,0.0
2014,4,17,22,119.0,4.0,14.0,1017.0,SE,16.54,0.0,0.0
2010,3,11,12,168.29626,-10.0,3.0,1020.0,SE,6.71,0.0,0.0
2013,7,2,12,97.101074,21.0,29.0,1003.0,SE,4.45,0.0,0.0
2011,10,14,17,11.0,-1.5323225,17.0,1014.0,NW,64.4306,0.0,0.0
2013,7,15,3,71.0,21.0,24.0,1004.0,SE,1.78,0.0,0.0
2014,4,16,23,93.0,-1.0,13.0,1016.0,SE,1.79,0.0,0.0
2013,6,17,7,78.0,18.0,20.0,1007.0,NW,4.92,0.0,2.0
2012,6,26,20,121.586174,21.0,25.0,1010.0,NW,2.68,0.0,0.0
2012,10,17,6,53.0,2.0,5.0,1019.0,cv,6.26,0.0,0.0
2012,12,17,6,52.0,-11.0,-6.0,1032.0,NW,23.688803,0.0,0.0
2014,7,10,18,27.0,17.0,29.0,1001.0,cv,1.79,0.0,0.0
2012,8,6,7,70.0,24.0,29.0,1008.0,SE,7.6,0.0,0.0
2011,8,26,0,72.0,20.0,21.0,1013.0,cv,0.89,0.0,0.0
2013,3,11,2,87.0,-6.0,2.0,1019.0,SE,38.625095,0.0,0.0
2011,9,26,0,103.0,12.0,14.0,1018.0,NE,4.02,0.0,0.0
2011,3,11,10,39.0,-18.0,8.0,1023.0,NW,30.84147,0.0,0.0
2010,7,16,12,271.85483,23.0,30.0,1005.0,SE,1.79,0.0,0.0
2011,11,22,10,161.0,-2.0,6.515199,1022.0,NW,13.86,0.0,0.0
2014,1,26,18,144.7888,-10.0,-1.0,1023.0,cv,1.78,0.0,0.0
2010,6,11,18,87.0,15.0,25.0,1009.0,SE,7.6,0.0,0.0
2014,3,27,8,317.726,6.0,14.0,1012.0,NE,0.89,0.0,0.0
2011,4,3,7,62.0,-13.0,10.0,1024.0,cv,1.79,0.0,0.0
2012,9,11,1,64.0,17.0,21.0,1012.0,SE,40.915554,0.0,0.0
2011,1,24,4,27.0,-19.0,-6.255448,1032.0,NW,1.79,0.0,0.0
2014,5,29,19,64.0,13.0,30.0,1003.0,SE,9.84,0.0,0.0
2011,10,19,11,221.16516,14.0,18.0,1020.0,SE,3.58,0.0,0.0
2011,2,23,20,496.22455,-3.0,3.0,1018.4047,SE,5.37,0.0,0.0
2014,6,9,3,74.17858,15.0,21.0,1006.0,SE,20.57,0.0,0.0
2014,3,29,4,30.0,4.0,11.0,1012.0,NW,8.230524,0.0,0.0
2012,3,6,9,94.0,-6.0,3.0,1024.0,NW,10.515272,0.0,0.0
2014,7,20,0,49.32989,21.0,29.0,1005.0,SE,30.4277,0.0,0.0
2014,3,17,1,23.0,-11.497554,13.0,1019.0,NE,12.2486105,0.0,0.0
2014,10,15,22,15.0,-3.0,19.0,1013.0,NW,72.07354,0.0,0.0
2011,7,21,12,148.0,23.0,31.0,1001.0,cv,3.13,0.0,0.0
2011,7,14,18,96.64215,22.0,28.0,1004.0,SE,4.02,0.0,0.0
2010,8,2,1,120.75829,15.0,19.0,1008.0,SE,6.26,0.0,0.0
