CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
779.19867,France,Female,50.0,2.0,0.0,1.0,1,0,113274.66,1
726.6684,France,Male,38.0,2.0,0.0,2.0,1,1,106986.02,0
712.6226,Germany,Female,44.0,0.0,128682.57,2.0,1,1,62997.36,0
696.7007,Germany,Female,38.0,7.0,114285.74,1.0,1,1,96523.055,1
745.7813,France,Male,36.0,1.0,0.0,2.0,0,0,85138.76,0
733.6957,Spain,Female,40.0,1.0,118196.15,1.0,1,0,143891.88,0
738.6724,Germany,Male,57.0,8.0,122633.02,1.0,1,0,193203.83,0
518.4836,Spain,Male,25.0,1.0,0.0,4.0,1,1,82589.695,1
553.21136,Germany,Male,45.0,1.0,99076.46,2.0,1,0,42934.344,1
433.13632,Spain,Female,33.0,6.0,0.0,2.0,1,1,19748.61,0
786.18787,France,Male,45.0,3.0,158647.25,1.0,1,0,158076.81,0
735.5736,France,Female,26.0,9.0,0.0,2.0,1,0,169129.75,0
682.0417,Germany,Male,36.0,5.0,123942.93,1.0,1,1,185707.98,0
609.20905,Germany,Male,52.742126,6.0,128690.734,1.0,1,0,38800.36,1
628.2542,France,Male,38.0,5.0,0.0,2.0,1,0,79495.5,0
808.49664,France,Male,33.0,9.0,0.0,2.0,0,0,122344.336,0
772.9982,Germany,Female,40.0,5.0,147099.5,2.0,0,1,33879.19,0
646.0654,Germany,Male,45.210632,4.0,115484.445,1.0,1,1,181343.62,0
810.5227,Germany,Female,33.0,7.0,55280.383,1.0,1,1,127138.43,0
648.897,Germany,Female,53.0,7.0,120957.555,1.0,1,0,159409.02,1
667.43524,France,Male,46.0,9.0,0.0,2.0,0,1,148923.31,0
675.0462,France,Male,32.787315,8.0,0.0,1.0,1,1,121510.945,0
850.0,Germany,Male,28.0,3.0,157356.2,2.0,0,1,70070.695,0
618.3918,Germany,Male,29.0,8.0,125518.77,3.0,1,1,73783.46,1
754.1325,France,Male,37.0,5.0,143135.1,1.0,1,0,31877.973,0
790.9245,France,Female,45.0,2.0,122014.89,1.0,1,0,28918.293,0
645.6465,France,Male,39.0,5.756849,119959.47,1.0,1,0,183086.08,1
711.76917,Spain,Male,30.684193,6.0,96852.484,2.0,1,1,6008.5728,0
493.2754,Germany,Female,45.0,2.0,134819.48,2.0,0,0,156838.33,1
705.0,Germany,Male,37.0,2.0,134706.73,1.0,0,1,168843.25,1
733.5818,France,Male,37.0,9.635666,0.0,2.0,1,1,43564.508,0
561.9022,Spain,Male,60.249687,5.0,105216.6,2.0,1,0,112203.016,1
514.6108,France,Male,49.0,6.0,92939.86,1.0,1,0,61353.113,0
587.08203,France,Female,39.0,7.8964024,0.0,1.0,1,1,84792.08,0
671.55975,France,Female,40.0,2.0,70546.484,1.0,0,0,158657.72,0
775.49976,France,Female,43.0,3.0,120139.83,2.0,0,0,133894.89,1
736.55835,France,Female,41.0,1.0,129006.79,1.0,1,1,159172.98,0
562.3011,France,Female,38.0,6.0,0.0,2.0,1,1,9899.526,0
652.65076,France,Male,46.0,3.0,189138.55,2.0,1,0,31503.389,0
579.0,Spain,Female,45.0,1.0,82479.195,1.0,1,1,146656.31,0
638.57214,France,Female,42.0,2.0,0.0,2.0,0,1,172894.5,0
684.9725,Germany,Female,50.0,5.0,153062.7,3.0,1,1,45263.215,1
647.77966,France,Female,40.0,4.0,128216.68,1.0,1,1,142714.3,0
619.5509,Spain,Male,31.0,5.0,0.0,2.0,1,0,163067.25,0
670.3225,France,Female,42.0,1.0,0.0,2.0,1,1,178142.03,0
653.5614,Spain,Male,31.0,7.0,124374.7,1.0,1,1,93625.06,0
574.35913,France,Female,32.0,7.0,0.0,2.0,0,0,71322.36,0
648.3593,Spain,Male,68.75621,5.0,111146.78,1.0,1,1,18935.738,0
672.9156,France,Male,28.0,10.0,0.0,1.0,0,1,107040.35,0
501.83548,Germany,Male,47.0,9.0,116222.18,2.0,0,1,138945.75,0
641.8903,Germany,Female,40.0,5.0,108654.836,1.0,1,0,75010.7,1
593.25525,France,Male,37.0,5.0,0.0,2.0,1,1,91556.336,0
567.1747,France,Male,44.0,5.0,174186.98,2.0,1,1,90533.83,0
744.4897,Spain,Male,28.0,5.0,139424.9,2.0,0,0,129005.06,0
776.5472,France,Female,43.0,8.0,137177.2,1.0,1,0,163453.1,0
706.1228,France,Female,38.0,6.0,223759.31,1.0,1,0,41885.258,0
638.85693,Spain,Female,30.0,7.0,0.0,1.0,0,0,62980.72,0
655.0,France,Female,33.0,2.0,139486.92,1.0,0,0,175715.08,0
728.8896,Spain,Male,31.0,2.0,0.0,2.0,1,1,193554.77,0
772.7787,France,Male,43.0,2.0,95070.65,1.0,1,1,165746.38,0
850.0,Germany,Male,36.0,1.0,110161.63,1.0,0,1,85780.3,0
770.5105,Spain,Male,33.0,4.0,104251.98,2.0,1,0,117758.805,0
686.54926,Germany,Male,30.0,5.0,134423.19,2.0,1,0,118484.9,0
745.0911,France,Female,29.0,3.0,167361.05,1.0,1,1,129217.26,0
700.45935,France,Male,66.10354,2.0,104549.2,1.0,1,1,12158.692,0
694.34186,Germany,Male,35.0,7.0,109307.56,1.0,1,0,22688.387,0
651.0,France,Male,39.0,4.254965,0.0,2.0,0,0,43238.92,0
646.64044,Germany,Male,27.0,3.0,103009.75,2.0,1,0,171538.94,0
553.3899,France,Male,38.0,4.0,0.0,2.0,1,0,182690.39,0
725.4382,France,Female,43.0,2.0,0.0,2.0,1,1,44897.066,0
576.231,Germany,Female,40.0,5.7329698,109434.0,1.0,0,1,84350.24,0
646.019,Germany,Female,45.0,6.0,162992.3,2.0,1,1,153816.88,0
543.0654,Germany,Female,45.0,5.0,114124.14,1.0,1,0,10004.169,1
550.23956,Germany,Male,36.0,7.0,95564.61,2.0,1,1,78300.45,0
708.4493,France,Female,24.0,10.0,0.0,2.0,0,0,57512.867,0
679.56445,Spain,Male,33.0,7.0,83900.74,1.0,1,1,64599.355,0
695.0,France,Male,37.0,0.0,91366.65,1.0,0,1,159929.86,0
766.6863,Spain,Male,34.0,4.0,0.0,2.0,1,1,133063.97,0
642.20306,Spain,Male,52.442444,10.0,203070.89,1.0,1,1,174203.47,0
712.87933,France,Male,33.0,8.0,0.0,2.0,1,1,80851.74,0
629.2091,France,Female,34.0,7.0072904,0.0,2.0,1,1,122695.08,0
470.4887,Germany,Female,49.227497,5.0,99980.984,1.0,1,0,100453.49,1
644.86,Germany,Female,28.0,2.0,108079.34,2.0,0,0,20144.81,0
639.8161,France,Male,39.0,4.0,0.0,2.0,1,1,199784.53,0
691.1614,France,Female,35.0,8.0,107248.09,2.0,1,1,180807.95,0
662.0,France,Male,38.0,7.0,0.0,1.0,1,0,72156.92,0
480.14276,Germany,Female,38.0,6.0,111411.89,2.0,1,1,34627.344,0
677.52905,Germany,Female,32.0,9.0,172339.05,1.0,1,1,127844.984,0
541.7835,France,Female,40.0,10.0,125766.6,1.0,1,0,152103.23,1
741.0385,France,Male,38.0,9.0,144273.64,1.0,1,0,182430.45,0
599.7653,France,Female,27.0,10.0,102934.35,1.0,1,1,122956.4,0
544.97687,France,Female,45.0,1.0,118529.445,1.0,0,0,163285.06,1
698.55,France,Male,34.0,5.0,0.0,1.0,1,0,169719.3,0
570.2248,France,Female,41.078968,10.0,0.0,3.0,0,0,137850.12,1
465.16248,Spain,Male,35.0,3.0,0.0,1.0,0,0,60853.586,0
520.3594,France,Female,63.738605,7.0,0.0,1.0,1,0,55307.336,1
683.0,France,Male,28.0,1.0,0.0,2.0,1,1,135188.33,0
521.9265,France,Male,41.0,2.0,98403.17,1.0,1,0,157971.73,0
664.4285,Germany,Female,27.0,10.0,0.0,2.0,1,0,198867.67,0
608.0,France,Female,34.0,8.0,99260.56,1.0,1,0,117318.914,0
543.03766,Spain,Male,39.0,9.0,0.0,2.0,0,1,66570.484,0
485.12274,France,Male,34.0,1.0,0.0,2.0,0,0,170213.88,0
793.5329,Spain,Female,46.0,8.0,92227.62,2.0,0,1,106173.63,0
628.6502,Germany,Male,45.0,5.0,119461.836,1.0,0,1,175800.0,0
733.0443,Germany,Female,60.523533,0.0,81863.26,2.0,1,1,143832.34,0
710.1623,Spain,Male,36.33553,2.0,0.0,2.0,1,1,60390.016,0
636.08673,Germany,Male,33.509235,9.0,72749.89,1.0,1,0,45479.355,0
784.15106,France,Female,40.0,5.0,129673.32,1.0,0,1,150088.55,0
690.92303,Germany,Male,48.0,4.0,129633.35,1.0,0,0,26657.256,1
604.3541,Spain,Female,35.28782,8.0,165719.83,1.0,1,1,160050.52,0
751.7303,France,Female,33.0,7.0,0.0,2.0,0,1,186684.31,0
596.07025,Germany,Female,41.0,9.0,137888.44,3.0,1,0,82346.27,1
738.88654,France,Male,39.0,4.0,106874.63,2.0,1,1,90129.34,0
595.84894,Germany,Male,35.0,7.0,102709.63,2.0,1,1,100836.54,0
681.5552,Spain,Female,30.0,1.0,162084.27,1.0,1,0,143662.0,0
553.82446,France,Male,25.0,1.0,0.0,2.0,0,0,22007.611,0
574.8981,Spain,Female,28.0,9.0,122021.55,1.0,1,0,16733.639,0
629.49304,France,Male,44.0,3.0,137684.53,1.0,1,0,147199.31,0
583.1187,Germany,Male,36.0,9.0,82308.125,2.0,1,0,150678.2,0
552.9225,France,Male,37.0,7.0,0.0,1.0,1,0,21767.596,0
631.40356,France,Female,32.796303,8.0,87031.016,2.0,1,1,43082.332,0
684.2093,Spain,Female,35.0,1.0,107335.53,1.0,1,0,7121.801,0
482.7755,Spain,Female,33.0,2.0,0.0,2.0,1,0,8855.983,0
668.22205,Spain,Male,32.0,2.0,132048.28,2.0,0,0,57029.582,0
803.21484,Spain,Female,37.0,1.0,150229.39,1.0,0,1,73477.555,0
686.5132,Spain,Female,62.85326,2.7302651,114405.23,1.0,0,1,17341.467,0
769.5388,Spain,Male,55.0,6.0,0.0,1.0,1,0,159029.02,1
703.7713,France,Male,28.0,9.0,0.0,2.0,0,0,184981.44,0
667.0,France,Male,28.0,1.0,127690.75,1.0,0,0,155571.11,0
635.5608,Germany,Male,50.0,5.0,119057.19,1.0,0,0,190836.67,1
820.01746,France,Female,18.127747,9.0,0.0,1.0,1,1,63833.297,0
775.9734,Germany,Female,41.0,8.0,108209.79,2.0,0,1,97786.35,0
637.1784,France,Male,41.0,6.0,137528.08,2.0,1,1,98463.67,0
504.84134,Spain,Female,71.54472,7.0,128395.24,1.0,1,1,102245.47,0
625.4337,Germany,Female,38.0,2.0,140754.23,2.0,1,1,156142.86,0
394.68863,France,Female,40.322624,3.0,0.0,1.0,0,0,148609.36,1
520.3007,France,Female,36.0,1.0,0.0,2.0,1,1,123975.55,0
680.1514,Germany,Female,63.151215,3.0,127502.695,3.0,0,0,74991.0,1
698.0235,France,Female,38.0,7.8923697,0.0,1.0,1,1,60999.734,0
571.54047,France,Female,41.0,6.0,107157.36,1.0,0,1,165635.42,1
671.551,France,Male,39.0,5.0,0.0,2.0,1,0,183780.3,0
517.9183,Germany,Male,28.0,8.0,138514.08,1.0,0,1,15847.522,0
847.08185,France,Female,74.435326,3.0,90605.52,1.0,1,1,68905.07,0
619.73486,Spain,Male,59.0,9.0,0.0,2.0,1,1,142864.33,0
744.34576,Germany,Female,33.435696,3.0,135325.11,2.0,0,0,38122.34,0
547.02783,France,Female,31.0,5.0,148380.0,1.0,0,0,187953.97,0
850.0,France,Female,58.0,3.409574,0.0,1.0,1,0,60206.168,1
664.9856,Spain,Female,43.0,6.0,105725.62,1.0,0,0,31315.176,0
668.5269,Spain,Female,30.0,1.0,106840.11,1.0,1,1,24314.188,0
698.0053,France,Male,26.0,4.6724105,0.0,2.0,1,0,31160.8,0
444.56747,Germany,Female,43.0,4.0,131267.62,1.0,1,0,56048.406,0
737.8117,Germany,Female,33.0,9.0,108781.91,1.0,1,1,47960.46,0
695.0,France,Female,35.0,8.0,0.0,2.0,1,0,101021.586,0
600.4122,France,Male,35.0,9.0,88516.43,1.0,1,0,153387.12,0
655.7528,France,Female,36.83247,3.0,0.0,1.0,1,0,2722.5002,1
529.98865,Germany,Male,50.0,1.0,109129.445,1.0,1,0,89981.49,1
621.4187,France,Female,37.0,8.685378,0.0,2.0,0,1,41396.266,0
790.4268,France,Female,57.0,2.0,112668.05,4.0,0,0,144277.33,1
508.54462,France,Male,35.0,5.0,117234.66,1.0,1,0,125708.586,0
753.6576,Spain,Female,29.0,7.0,0.0,2.0,0,0,23119.693,0
723.56976,Spain,Male,27.041222,1.0,141919.0,1.0,1,1,144927.06,0
606.68494,Germany,Male,35.0,4.0,99357.18,2.0,1,0,43875.805,0
669.9504,Spain,Male,52.430603,1.0,139077.19,2.0,1,1,170835.3,0
528.40765,Germany,Male,24.0,6.0,131656.25,1.0,1,1,162039.2,0
713.0718,Spain,Male,31.0,8.0,0.0,2.0,1,0,57206.812,0
698.575,Spain,Male,40.0,1.0,0.0,1.0,1,1,104051.414,0
608.0,France,Female,38.0,7.0,0.0,1.0,1,1,136112.7,1
720.3313,Spain,Male,67.15953,2.0,148357.69,1.0,1,1,19204.9,0
704.2363,Spain,Male,37.0,5.0,0.0,1.0,1,1,195972.28,1
661.4291,Spain,Male,31.0,6.0,140184.45,1.0,1,1,90980.52,0
644.4043,Spain,Female,53.39914,2.0,184874.78,1.0,1,0,154869.47,1
483.13654,France,Male,50.0,9.0,0.0,2.0,1,1,92928.445,0
593.4718,Spain,Female,29.0,9.0,0.0,2.0,0,0,194210.3,0
496.92545,France,Male,42.0,3.0,0.0,2.0,1,0,151469.05,0
772.39496,France,Female,50.830223,10.0,0.0,2.0,1,1,121240.28,0
641.66486,France,Female,27.0,1.0,135075.02,1.0,0,1,5404.303,0
613.6431,France,Male,37.0,7.0,115675.984,1.0,0,1,166812.17,0
658.90936,Germany,Female,23.480358,2.0,125142.58,1.0,1,1,122802.2,1
535.0099,France,Male,40.0,6.0,0.0,2.0,1,0,73718.62,0
849.78815,France,Male,27.791025,2.0,0.0,1.0,1,1,72357.68,0
835.3541,France,Male,38.0,7.0,0.0,2.0,1,0,57443.414,0
651.0,France,Female,23.0,2.0,0.0,1.0,1,0,50609.586,0
497.19388,Germany,Male,34.272095,5.0,133856.73,2.0,1,0,17423.463,0
637.9408,Spain,Male,35.0,6.0,153094.7,1.0,1,1,133699.33,0
568.983,Spain,Male,36.535057,9.0,0.0,2.0,0,0,88001.33,0
679.8226,France,Female,32.0,8.0,0.0,2.0,1,1,132531.61,0
350.0,Spain,Female,18.0,10.0,0.0,1.0,1,1,199992.48,1
715.83636,Spain,Female,19.557945,3.0,138640.28,2.0,1,1,96971.99,0
673.25757,Spain,Male,47.0,1.0,0.0,2.0,1,0,31360.627,0
556.69135,Germany,Male,33.0,0.0,137758.36,2.0,1,1,93136.63,0
849.53894,France,Female,40.0,1.0,0.0,2.0,1,1,2118.667,0
754.40814,France,Male,57.1316,2.0,0.0,2.0,1,1,93839.055,0
577.8409,France,Male,59.460197,1.0,90704.34,1.0,0,0,23443.557,1
839.1991,Germany,Male,31.0,6.0,0.0,2.0,1,0,14619.087,0
563.9066,Spain,Female,44.312206,0.0,0.0,1.0,1,1,64050.484,1
717.6829,France,Male,39.0,2.0,0.0,2.0,0,1,162841.27,0
484.30078,Germany,Male,36.0,9.0,125487.23,1.0,1,0,21514.363,0
716.23334,France,Male,49.0,1.9146476,0.0,2.0,1,1,27804.385,0
727.7551,France,Male,44.0,3.523558,127621.23,1.0,0,1,137601.62,0
710.0,France,Female,46.0,3.0,0.0,2.0,1,0,88008.44,0
587.1447,France,Male,36.0,1.0,132034.75,1.0,1,0,168065.86,0
529.4718,Spain,Female,35.0,4.0,0.0,2.0,1,1,98887.945,0
772.06116,Spain,Female,25.0,2.0,0.0,2.0,1,0,34911.633,0
629.41516,France,Male,46.0,1.0,152446.11,1.0,1,0,23979.89,0
647.6954,France,Female,28.969723,6.0,157181.66,1.0,1,0,181265.64,0
614.80865,France,Female,26.0,5.0,0.0,2.0,1,1,87041.305,0
572.21783,France,Female,50.0,2.0,53104.395,2.0,0,1,118001.375,0
796.7929,Germany,Male,43.0,9.0,106885.984,1.0,1,1,112039.78,1
571.29,Germany,Male,30.0,7.0,127341.57,1.0,0,0,95433.63,0
615.9187,France,Male,43.0,10.0,0.0,2.0,0,0,197747.6,0
545.0499,Spain,Female,30.0,8.0,0.0,2.0,1,1,67026.0,0
628.5419,Germany,Female,50.0,8.0,108505.48,3.0,1,0,28939.268,1
680.7146,France,Female,27.0,2.0,0.0,2.0,1,1,98836.6,0
644.441,Spain,Male,33.0,8.0,0.0,1.0,1,0,153703.6,1
660.0337,France,Male,42.905952,6.0,138896.23,1.0,1,0,27394.355,0
705.0,France,Male,32.0,4.0,0.0,2.0,1,0,50114.742,0
503.42163,Spain,Female,24.0,5.0,0.0,2.0,1,0,75134.37,0
802.78973,Spain,Female,50.647606,4.0,0.0,2.0,1,1,126934.15,1
744.6446,France,Female,45.0,1.0,0.0,1.0,1,0,44320.79,1
648.5165,Spain,Male,31.0,9.0,121266.695,1.0,1,0,86576.27,0
719.31146,France,Female,28.0,1.0,90875.3,1.0,1,1,97599.62,0
735.55774,Spain,Female,40.484943,1.0,0.0,2.0,1,1,133949.22,0
715.639,France,Male,28.0,5.0,0.0,2.0,1,1,17589.281,0
625.0,France,Male,48.70109,9.0,128417.56,1.0,1,0,170777.25,0
