year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013,4,17,21,37.0,-4.0,18.0,1009.0,NW,22.649961,0.0,0.0
2010,2,3,22,117.0,-14.0,-6.0,1031.0,SE,30.394821,0.0,0.0
2013,4,15,11,112.0,9.0,12.0,1010.28735,SE,11.17,0.0,0.0
2010,10,10,6,257.62436,13.0,15.0,1014.0,NE,3.58,0.0,0.0
2011,10,20,6,354.13205,12.0,9.0,1022.0,NW,8.05,0.0,0.0
2013,12,16,8,21.145235,-19.0,-6.0,1034.0,NW,21.872234,0.0,0.0
2014,1,27,12,15.0,-21.0,12.0,1024.0,NW,8.5,0.0,0.0
2010,11,18,17,399.80612,-2.0,10.0,1016.0,cv,0.89,0.0,0.0
2010,2,9,23,191.22739,-5.0,-2.0,1013.0,cv,1.79,0.0,0.0
2011,9,10,23,17.0,10.0,21.0,1019.0,SE,2.825971,0.0,0.0
2012,11,6,3,189.80885,1.0,5.0,1021.0,cv,3.13,0.0,0.0
2014,9,23,22,22.210358,14.0,13.0,1023.0,NW,4.1082945,0.0,7.78274
2013,4,2,16,25.0,-4.0,11.0,1011.0,SE,15.2,0.0,0.0
2011,7,4,8,57.0,18.0,25.0,1005.0,cv,0.89,0.0,0.0
2011,12,12,14,26.0,-15.0,2.0,1034.0,NW,28.613388,0.0,0.0
2013,11,21,10,245.86198,-5.0,4.0,1025.0,NW,3.13,0.0,0.0
2012,4,20,14,131.83086,8.0,22.0,1014.0,SE,24.34718,0.0,0.0
2014,6,9,0,33.0,17.0,16.0,1005.0,cv,1.34,0.0,0.0
2011,10,7,16,46.0,7.0,20.0,1019.0,SE,19.67401,0.0,0.0
2012,4,2,9,7.0,-9.0,10.0,1017.0,cv,1.79,0.0,0.0
2013,3,19,14,195.25598,3.0,4.0,1014.0,NE,1.78,0.0,2.0
2010,1,21,6,20.0,-21.0,-9.882695,1031.0,NW,131.59032,0.0,0.0
2014,11,11,21,213.70988,3.0,10.0,1014.0,cv,1.79,0.0,0.0
2010,10,17,8,22.0,1.0,4.0,1031.0,SE,58.73085,0.0,0.0
2010,11,11,17,16.0,-7.0,13.0,1011.0,NW,114.24484,0.0,0.0
2013,2,21,9,183.69261,-7.0,-1.0,1028.0,cv,0.89,0.0,0.0
2013,5,16,9,88.0,7.0,24.0,1011.0,SE,6.253901,0.0,0.0
2010,8,22,5,41.399315,19.0,22.0,1010.0,NW,34.42394,0.0,0.0
2014,7,26,23,157.0,20.0,25.0,1006.0,SE,0.89,0.0,0.0
2014,3,12,10,91.0,-14.0,7.0,1021.0,NW,35.40609,0.0,0.0
2011,7,30,4,23.0,22.0,23.0,1001.0,NE,1.79,0.0,6.0
2010,1,9,14,18.70465,-20.0,-3.0,1028.0,NE,123.71244,0.0,0.0
2012,11,8,23,120.68267,0.3784533,2.0,1020.0,NW,1.34,0.0,0.0
2011,12,20,16,27.0,-16.0,-1.7110726,1028.0,NW,9.84,0.0,0.0
2014,1,7,7,25.0,-20.0,-6.0,1033.0,NW,19.382647,0.0,0.0
2013,7,31,17,17.0,20.0,26.0,1000.0,NW,20.025148,0.0,9.956632
2014,3,8,13,103.17975,-4.72689,10.0,1019.0,SE,24.14,0.0,0.0
2012,5,21,8,38.0,6.0,17.0,1017.0,SE,4.02,0.0,0.0
2012,3,31,14,77.0,-6.0,10.0,1016.0,SE,20.12151,0.0,0.0
2014,1,5,5,56.0,-16.0,-11.0,1026.0,NW,3.56,0.0,0.0
2011,6,22,6,225.7001,19.0,16.0,1006.0,cv,0.45,0.0,0.0
2011,10,28,19,120.4262,2.0,8.0,1026.0,SE,4.02,0.0,0.0
2011,5,20,12,24.0,-2.0,23.0,1013.0,NW,23.5987,0.0,0.0
2010,12,19,23,167.31079,-11.0,-3.0,1013.0,SE,4.459355,0.0,0.0
2013,5,15,13,96.267746,13.0,27.0,1014.0,SE,3.13,0.0,0.0
2010,3,22,7,227.0,-2.0,0.0,1013.0,NW,3.8635542,0.0,0.0
2010,4,25,2,91.0,6.0,11.0,1012.0,SE,109.48807,0.0,0.0
2012,1,23,2,22.0,-20.0,-9.0,1030.0,NW,1.79,0.0,0.0
2011,12,25,12,20.0,-19.0,0.0,1034.0,cv,0.89,0.0,0.0
2013,12,7,4,110.0,-10.0,-5.0,1025.0,cv,0.45,0.0,0.0
2010,3,9,23,116.0,-10.0,5.0,1017.0,NW,64.284584,0.0,0.0
2011,1,22,14,18.0,-20.0,-3.0,1033.0,NW,166.12527,0.0,0.0
2010,8,27,10,33.0,18.0,23.0,1013.0,cv,0.45,0.0,0.0
2014,3,19,20,92.0,-7.0,11.0,1016.0,SE,22.8,0.0,0.0
2010,9,15,6,145.0,17.0,17.0,1012.0,cv,0.45,0.0,0.0
2010,5,20,6,77.0,10.0,15.0,1005.0,SE,25.035118,0.0,0.0
2010,2,2,22,104.377846,-19.0,-6.0,1030.0,cv,4.02,0.0,0.0
2014,12,11,20,30.58196,-16.0,-1.0,1028.0,SE,3.13,0.0,0.0
2010,10,12,8,15.0,11.0,15.00448,1030.0,NW,9.39,0.0,0.0
2013,7,22,8,108.090096,21.0,26.638634,1002.0,NW,10.28,0.0,0.0
2010,3,15,6,16.0,-23.0,-4.0,1032.0,NW,158.07112,0.0,0.0
2011,9,25,14,7.402491,-5.0,21.0,1026.0,NW,13.86,0.0,0.0
2014,11,1,21,58.0,-5.0,15.0,1019.0,cv,0.89,0.0,0.0
2014,11,13,19,130.0,-5.0,5.0,1023.0,SE,29.782429,0.0,0.0
2011,5,30,16,21.0,9.0,26.0,1006.0,SE,10.73,0.0,0.0
2011,12,4,3,217.66212,-1.0,-2.0,1027.0,SE,0.89,0.0,0.0
2014,6,23,18,73.0,15.0,29.0,1005.0,SE,14.974364,0.0,0.0
2011,7,2,18,10.0,11.0,31.0,1002.0,SE,7.15,0.0,0.0
2011,2,28,20,19.0,-6.0,3.0,1024.0,NE,6.26,0.0,0.0
2013,11,2,13,105.12404,-4.0,18.0,1022.0,NW,10.287569,0.0,0.0
2010,11,24,15,16.0,-16.0,7.0,1027.0,NE,31.295774,0.0,0.0
2014,8,17,6,29.0,17.0,21.0,1016.0,cv,0.89,0.0,0.0
2014,4,12,5,69.90513,-2.0,4.0,1018.0,NE,1.79,0.0,0.0
