CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
592.33014,Germany,Male,34.0,6.0,97878.95,2.0,1,0,136814.39,0
705.0,France,Male,33.0,9.0,131509.23,2.0,1,1,164368.22,0
517.29114,France,Female,36.0,6.0,0.0,2.0,1,0,23715.92,0
472.68777,France,Female,39.0,3.0,105145.69,1.0,1,0,136345.5,0
625.1689,Germany,Female,32.0,8.0,99085.85,1.0,1,0,125843.49,0
674.21423,Germany,Female,46.0,3.005165,123925.336,1.0,1,1,48698.336,1
788.56915,France,Male,30.0,0.0,78002.836,1.0,0,0,83256.02,0
695.0,Spain,Male,39.0,4.0,0.0,2.0,1,0,118053.23,0
608.6212,France,Male,53.275887,9.0,0.0,2.0,1,0,129351.47,0
577.91785,Spain,Male,50.454967,3.0,0.0,2.0,0,1,132170.8,0
727.59076,Spain,Female,23.192078,9.0,0.0,2.0,1,0,85429.44,0
762.2866,France,Male,26.0,6.0,0.0,2.0,1,1,1856.8557,0
761.97986,France,Female,58.0,6.0,123544.8,1.0,1,0,71689.6,0
645.0037,France,Female,30.0,2.0,105659.055,1.0,0,0,194567.67,1
613.13837,France,Female,53.0,8.0,128840.77,2.0,1,1,130111.27,0
608.5051,France,Male,31.502817,8.0,0.0,2.0,1,0,170803.86,0
615.20996,France,Male,35.0,3.0,108507.555,1.0,0,1,81676.94,0
629.1888,Spain,Female,42.0,0.0,87451.07,1.0,0,0,71991.27,0
792.8151,France,Female,50.0,5.0,149064.81,1.0,0,0,136622.56,1
747.0351,Germany,Male,39.0,2.0,126601.875,1.0,1,0,122989.39,0
676.9449,Spain,Male,37.0,6.0,0.0,1.0,1,1,199651.7,0
616.4433,France,Male,27.0,7.0,0.0,2.0,1,0,198491.06,0
585.5569,Spain,Female,33.0,4.0,150559.45,2.0,0,1,94661.43,0
615.933,Spain,Male,36.0,2.0,0.0,1.0,0,0,158629.97,0
672.7691,Spain,Male,46.0,5.9257517,120114.13,1.0,1,0,111313.055,0
550.27155,Spain,Male,44.0,3.0,0.0,2.0,0,0,194969.38,0
621.19476,France,Male,48.0,5.0,0.0,2.0,1,1,144197.7,0
766.6437,France,Female,34.0,8.0,139273.62,1.0,1,1,12965.115,0
489.77338,Spain,Male,40.0,9.0,0.0,1.0,0,0,152835.16,1
633.0,France,Female,21.239891,7.0,0.0,2.0,0,0,11083.908,0
695.0,France,Male,53.0,8.523472,0.0,1.0,0,0,25147.727,1
511.86606,Germany,Male,29.0,2.0,98721.6,1.0,0,1,103472.195,0
593.6506,Germany,Female,50.0,6.914758,189085.3,1.0,1,0,39107.24,1
614.16595,France,Male,38.0,3.0,0.0,2.0,1,0,94609.61,0
409.2756,Spain,Male,58.367302,1.0,0.0,1.0,0,0,79377.91,1
673.9703,Germany,Female,33.0,9.0,63497.79,2.0,0,0,106090.125,0
521.12103,France,Female,37.79413,4.0,0.0,2.0,0,0,30957.053,0
710.83636,Germany,Male,31.0,5.0,127781.22,1.0,1,0,101835.37,0
790.5799,Spain,Female,33.0,2.0,0.0,1.0,1,1,96808.58,0
750.4106,Germany,Male,33.0,5.0,121925.82,2.0,1,1,163853.95,0
615.7804,Spain,Male,46.0,3.0,0.0,1.0,1,0,74399.12,1
638.2182,Spain,Female,39.0,8.0,149152.08,2.0,1,0,47459.3,0
529.8968,Germany,Male,31.0,3.0,115370.53,1.0,1,0,10500.916,0
659.4077,France,Male,42.0,0.0,0.0,2.0,1,0,182448.48,0
683.94073,France,Female,28.0,7.0,0.0,2.0,1,1,126511.87,0
549.5581,France,Male,33.39211,2.0,102812.18,1.0,0,1,22773.38,0
521.0198,Germany,Female,36.0,10.0,102906.625,2.0,0,0,164378.06,0
545.9161,France,Male,30.0,6.0,161363.72,2.0,1,1,124373.31,0
788.5589,France,Female,52.0,2.0,133734.2,4.0,1,0,99945.31,1
494.46378,France,Male,35.0,8.0,97555.58,1.0,0,1,192242.69,0
517.7148,Germany,Male,59.75426,1.0,134831.8,1.0,1,1,102.13111,0
818.2598,Germany,Female,46.143436,6.0,87267.766,2.0,0,1,161899.92,0
521.544,Spain,Male,31.0,5.0,0.0,2.0,1,0,102507.63,0
744.90283,Germany,Female,41.0,5.0,128331.99,1.0,1,1,110689.62,0
784.4087,France,Male,32.0,6.0,0.0,2.0,1,0,92237.766,0
705.0,Germany,Male,28.0,5.0,127735.695,2.0,0,0,7159.6206,0
704.47095,France,Male,37.0,7.0,0.0,2.0,0,0,116625.25,0
850.0,France,Male,37.0,7.0,0.0,1.0,1,0,85711.57,0
724.14417,France,Male,40.157574,1.0,63266.93,1.0,0,0,52973.438,0
624.89825,France,Female,30.0,8.0,105238.87,1.0,1,0,28882.926,0
673.1226,Spain,Male,57.0,8.0,90666.91,1.0,1,1,198760.16,0
641.99536,Spain,Male,38.0,0.0,0.0,2.0,1,0,78343.695,0
762.89813,France,Female,60.0,9.0,96243.96,2.0,0,1,63212.957,0
480.3975,Germany,Female,40.0,2.0,125976.61,1.0,1,0,30172.793,1
683.0,Spain,Female,38.0,9.0,0.0,2.0,1,0,144266.02,0
772.8025,France,Female,30.0,1.0,117072.72,1.0,0,1,98112.75,0
672.8368,Germany,Male,41.0,9.0,123995.375,3.2694507,1,0,149724.08,1
544.5167,France,Male,75.90325,1.0,86336.12,1.0,1,1,23215.404,0
813.6498,France,Male,27.0,9.0,134895.95,1.0,1,1,117448.26,0
671.6114,France,Female,33.0,3.0,121803.98,1.0,1,0,196394.84,0
634.31067,France,Female,30.0,5.0,0.0,2.0,1,0,178188.81,0
672.5144,Germany,Male,44.0,1.0,119836.125,1.0,0,0,152251.22,0
680.824,Spain,Female,45.0,1.0,140510.94,1.0,1,0,127042.73,1
566.8457,Germany,Female,34.0,3.0,128129.836,2.0,1,0,6796.957,0
600.75653,Germany,Male,55.211075,8.0,135421.6,2.0,1,0,34462.83,1
639.91455,Germany,Male,60.0,9.0,134795.92,1.0,1,0,94300.92,1
807.4378,Spain,Male,37.0,8.0,0.0,1.0,0,0,14660.943,0
613.20044,Germany,Female,39.34299,4.0,93460.9,2.0,1,1,179639.92,0
624.41296,France,Female,31.0,5.0,0.0,2.0,1,1,94701.336,0
506.04904,Germany,Female,41.0,10.0,126785.25,2.0,1,0,8690.707,0
521.71216,France,Male,45.0,10.0,104559.555,4.0,1,1,121734.9,1
437.99872,Spain,Female,34.0,6.0,135824.36,2.0,1,0,115399.88,0
751.1734,France,Male,34.0,7.0,0.0,2.0,0,0,27505.379,0
747.17004,France,Male,43.0,1.0,0.0,3.0,1,0,11696.18,1
642.0567,Germany,Male,34.0,6.0,142892.69,1.0,1,1,50874.055,1
731.96967,France,Male,29.0,3.0,90472.88,2.0,0,0,36824.715,0
687.64575,Spain,Male,43.678234,6.0,135741.69,1.0,1,0,147451.56,0
679.9505,Spain,Male,48.0,0.0,154697.66,1.0,0,0,88897.836,0
634.75555,France,Male,36.0,4.0,0.0,2.0,1,0,107924.31,0
630.6333,Spain,Male,37.0,3.0,0.0,2.0,1,0,32057.396,0
754.8772,France,Female,28.061165,5.0,132124.34,1.0,1,0,136999.92,1
618.2455,France,Female,43.0,4.564928,0.0,2.0,0,0,61955.797,0
783.454,Germany,Female,66.94776,5.0,131082.33,3.0,0,0,27397.486,1
636.6896,Germany,Male,45.0,8.0,131106.75,2.0,1,1,12686.017,0
607.3113,France,Female,34.0,2.0,146578.7,1.0,0,1,53034.242,0
509.11,France,Male,45.0,2.0,0.0,1.0,1,0,161492.72,1
703.5803,France,Male,19.194435,5.794603,0.0,2.0,1,0,106714.77,0
564.7804,Spain,Male,33.0,3.0,129771.42,1.0,1,0,160100.56,0
734.6152,Spain,Female,46.0,2.0,124217.71,2.0,0,0,18118.63,0
759.16376,France,Male,39.759144,6.0,87005.62,1.0,1,0,43081.16,0
579.0,Germany,Female,53.0,5.66685,106383.0,1.0,1,0,114087.56,1
594.2379,France,Male,38.0,6.322908,0.0,2.0,0,0,55520.89,0
658.762,Spain,Female,38.0,1.0,131030.0,1.0,0,0,49260.258,0
603.2123,Germany,Female,31.0,2.0,130050.86,1.0,1,1,14233.043,0
722.07715,Spain,Female,37.0,6.0,0.0,2.0,1,0,159803.38,0
657.5705,Spain,Female,38.0,9.0,0.0,2.0,1,0,31297.412,0
850.0,Spain,Male,28.0,6.0,139738.39,1.0,1,1,94529.29,0
474.79105,Germany,Female,31.0,10.0,118112.03,2.0,1,0,72667.945,0
521.2661,Germany,Male,41.0,5.0,128921.83,1.0,1,1,4352.0635,0
708.7944,Germany,Female,37.0,1.0,65051.41,3.0,0,1,159122.5,1
787.4816,Germany,Female,50.0,6.0,160855.72,1.0,1,0,106524.05,0
598.4036,France,Female,38.0,7.0,0.0,2.0,1,0,187643.22,0
807.7876,France,Male,32.0,8.0,114565.555,2.0,0,0,59958.53,0
801.5287,France,Male,27.724836,2.0,0.0,2.0,1,0,3937.6516,0
584.3015,France,Female,42.0,5.0,0.0,2.0,1,0,8281.261,0
560.8571,France,Female,38.0,0.0,122821.93,1.0,0,1,69410.625,0
608.8761,France,Female,26.25456,3.0,0.0,2.0,1,0,80159.74,0
529.6645,France,Female,52.0,7.0,120328.516,2.0,0,0,113836.695,0
557.8108,Germany,Male,62.013718,5.0,101551.445,2.0,1,0,121536.46,1
673.29144,Spain,Male,44.0,2.0,143575.98,1.0,1,0,50200.96,0
423.03592,France,Male,37.0,7.0,0.0,2.0,1,0,143831.58,0
726.6539,France,Male,49.0,7.0,0.0,1.0,1,0,109791.76,0
791.8764,Spain,Male,27.0,1.0,0.0,2.0,1,1,193877.67,0
575.5924,Spain,Female,36.0,7.0,121403.555,1.0,1,0,191630.98,1
631.6669,Spain,Male,32.0,3.0,0.0,1.0,1,0,159091.3,0
781.26685,France,Male,35.0,4.0,93382.63,2.0,1,0,6698.1494,1
579.0,France,Male,38.0,1.0,97072.875,2.0,1,0,38780.45,0
754.33215,Spain,Female,45.97894,1.0,144913.31,2.0,0,0,46903.113,0
646.0,Spain,Female,42.0,6.0,0.0,1.0,1,0,56468.832,0
687.15936,Germany,Male,44.0,5.0,120912.3,1.0,1,1,65493.496,1
637.1042,France,Female,42.0,10.0,0.0,2.0,1,0,146311.39,0
659.6151,Germany,Male,25.0,10.0,111397.74,1.0,1,0,155495.02,0
657.53253,Germany,Female,50.0,6.0,84462.87,2.0,1,1,88482.555,0
647.4912,Germany,Female,22.351397,2.0,120084.19,2.0,1,1,20117.547,0
563.63715,France,Male,18.009802,8.0,157395.27,2.0,1,0,171736.58,0
636.41187,France,Female,37.0,7.0,0.0,2.0,1,0,136847.83,0
715.6767,Germany,Female,50.0,10.0,111153.164,1.0,1,0,59536.18,1
750.56213,Germany,Male,56.927586,3.0,75228.18,1.0,1,1,196049.06,0
673.1488,Spain,Male,35.0,3.0,73789.15,2.0,0,0,149487.86,0
613.9436,Germany,Female,32.0,7.0,84435.89,1.0,1,1,188133.89,0
506.99854,Germany,Male,48.0,10.0,117284.35,1.0,1,0,181598.77,1
520.45264,Germany,Male,49.0,0.0,150033.31,1.0,1,0,81295.14,0
492.32718,Germany,Female,24.0,7.0,104900.375,2.0,1,0,17037.76,0
471.33206,Germany,Male,40.0,8.0,108156.68,1.0,0,1,11640.099,0
681.7342,Germany,Female,49.0,1.0,104394.23,2.0,1,0,125926.37,1
773.5105,Germany,Female,40.0,5.0,89586.22,2.0,1,1,20340.732,1
666.6108,Spain,Female,21.624193,5.0,0.0,2.0,0,0,145468.33,0
475.4164,Spain,Female,35.0,0.0,0.0,2.0,1,1,8238.261,0
547.19745,France,Male,39.0,1.0,121476.49,1.0,1,1,71065.57,0
425.00687,Spain,Male,53.0,6.0,97115.69,1.0,1,0,42899.58,0
807.7346,Spain,Male,42.678173,5.0,115057.836,1.0,1,1,3894.3127,0
525.7291,Germany,Male,27.0,5.7730145,82936.69,1.0,1,1,73716.695,1
731.1843,Germany,Female,52.0,7.0085583,129584.1,1.0,0,1,37145.14,1
672.9,France,Male,29.0,9.0,0.0,2.0,0,1,81228.734,0
694.51965,Germany,Female,56.0,4.0,138605.6,3.0,1,0,149478.56,1
618.6643,Spain,Male,29.0,10.0,84681.914,1.0,1,0,63009.49,0
753.5942,Germany,Female,45.252426,10.0,116719.695,2.0,1,0,160737.89,1
724.7959,Spain,Female,35.0,8.0,162798.5,1.0,0,0,59895.047,0
735.9871,Germany,Male,52.0,10.0,120710.95,2.0,1,1,180235.7,0
849.67584,France,Female,31.426922,3.0,0.0,2.0,0,0,198026.5,0
757.14813,Spain,Male,47.0,6.0,0.0,2.0,1,0,167224.11,0
555.59,Spain,Female,51.0,1.0,189820.84,1.0,0,0,116751.84,1
767.91675,France,Female,53.0,6.0,0.0,2.0,1,1,168982.11,0
622.147,Germany,Female,46.0,9.0,173578.61,1.0,1,1,141959.52,1
761.79865,France,Male,50.0,6.0,0.0,2.0,1,0,167776.92,0
793.8413,Germany,Female,28.0,5.0,106591.05,2.0,0,1,173204.05,0
704.57117,France,Male,39.804577,5.0,0.0,2.0,0,1,110697.38,0
632.221,France,Male,33.0,6.0,133147.55,1.0,1,0,73100.81,0
656.81366,Spain,Male,32.0,3.0,0.0,2.0,1,1,77981.9,0
432.04617,Germany,Male,41.0,5.0,96807.85,2.0,1,1,6180.546,0
717.45605,France,Female,55.0,2.0,152817.7,1.0,1,0,12222.503,1
704.8111,France,Male,39.0,10.0,3893.1833,2.0,1,0,157746.06,0
650.76764,France,Male,34.0,6.0,0.0,1.0,1,0,39419.938,0
679.83405,Spain,Male,59.005955,4.0,153138.98,1.0,1,0,197158.14,0
703.1305,Spain,Female,37.0,10.0,121356.016,2.0,1,0,12234.252,0
624.99133,Spain,Male,29.0,2.0,90668.305,2.0,1,1,32802.562,0
667.0,Spain,Female,48.7655,6.0,0.0,2.0,0,1,155105.86,0
539.674,Spain,Male,37.0,4.0,128309.93,2.0,0,0,12218.406,0
547.2707,France,Female,38.0,4.0,92618.33,1.0,0,0,178651.0,0
636.90546,Germany,Male,84.57955,4.0,122056.57,1.0,0,1,49105.527,0
646.0,France,Female,38.0,0.0,0.0,1.0,0,0,6219.1724,0
801.26013,France,Male,47.0,8.0,161750.22,1.0,1,0,57733.008,1
835.5825,Germany,Female,31.0,9.0,110516.88,1.0,1,0,155903.72,0
663.7217,France,Male,36.0,1.0,126357.72,1.0,1,0,65388.543,0
567.0268,Germany,Female,59.0,0.0,129463.19,1.0,1,0,62365.586,1
445.21652,Spain,Male,41.0,9.6433325,81637.29,3.0,0,1,170293.7,1
647.4808,Spain,Male,41.0,6.0,0.0,2.0,1,0,21890.576,0
680.6702,France,Female,40.845688,9.0,134895.3,1.0,1,0,57945.324,0
637.0852,France,Female,60.949825,9.0,107697.84,1.0,1,1,153248.42,0
796.1242,Germany,Female,35.0,4.0,96129.33,1.0,0,0,199985.56,0
626.91986,France,Female,61.0,2.0,132893.66,1.0,1,0,126418.79,0
672.0299,France,Female,45.0,9.0,121187.41,1.0,1,0,60355.89,1
543.11224,France,Male,38.0,5.0,0.0,2.0,1,1,183495.03,0
673.9404,France,Male,36.369724,9.0,0.0,2.0,1,0,87993.53,0
682.7964,Spain,Female,28.359684,3.0,0.0,1.0,1,1,186001.52,0
776.5892,Spain,Male,28.0,6.0,0.0,2.0,1,0,179522.61,0
787.098,France,Female,23.0,4.0,0.0,2.0,1,0,710.9181,0
624.80835,Spain,Male,40.0,5.0009995,92299.51,1.0,0,0,150013.34,0
690.9712,Spain,Female,34.0,6.0,0.0,2.0,1,0,14904.894,0
437.29242,Germany,Female,67.29159,5.0,137838.12,1.0,1,0,59037.336,1
612.0978,France,Male,32.0,5.0,0.0,2.0,1,0,80280.98,0
638.2556,Spain,Female,55.0,2.0,122910.06,1.0,1,0,99335.48,1
631.4817,France,Male,38.0,9.0,128037.086,3.0,1,0,197494.64,1
467.12344,France,Female,22.7907,6.0,135831.78,1.0,1,1,92019.12,0
676.4859,Germany,Female,42.0,6.0,107025.88,2.0,0,1,28532.113,0
768.8947,Spain,Female,34.0,0.0,0.0,2.0,0,0,194657.6,0
643.5289,France,Female,32.0,0.0,0.0,2.0,1,0,2815.3274,0
813.9056,Germany,Female,61.768074,6.0107856,156767.77,1.0,1,0,1698.0723,1
615.11835,France,Female,38.0,8.0,0.0,2.0,1,0,155846.11,0
656.2978,France,Male,25.801657,9.0,0.0,2.0,1,0,177854.66,0
637.70776,France,Male,29.0,6.0,200843.2,1.0,1,0,78489.52,0
463.14615,Germany,Female,55.681557,7.0,112229.695,2.0,1,0,124995.54,1
555.7723,France,Male,37.730503,7.0,0.0,1.0,1,0,5937.368,0
520.9185,Spain,Female,46.0,3.0,119534.5,2.0,1,0,23025.361,0
646.0,Germany,Male,48.255104,8.0,131612.08,1.0,1,0,172626.95,1
641.10736,Germany,Female,56.0,6.0,70976.13,2.0,1,1,86713.06,0
636.634,France,Male,38.0,4.0,0.0,2.0,1,0,132643.7,0
706.54456,France,Female,37.0,8.0,0.0,2.0,0,0,18347.12,0
713.66364,France,Female,28.0,10.0,112988.195,1.0,1,1,53050.652,0
577.90466,France,Female,26.0,9.0,0.0,2.0,1,1,70389.914,0
650.1171,Spain,Female,38.0,4.0,0.0,2.0,1,1,125344.33,0
403.63324,France,Female,36.0,1.0,0.0,1.0,1,0,20413.596,0
477.17026,Germany,Female,47.342182,9.0,160701.95,1.0,1,0,93786.97,0
646.0,France,Male,39.0,9.0,0.0,2.0,1,0,37434.062,0
618.34705,France,Male,58.0,4.0,0.0,1.0,1,1,52197.188,1
570.5166,Spain,Female,41.0,3.0,102302.875,2.0,1,0,102241.19,0
621.63763,Spain,Male,39.0,6.0,111356.91,1.0,1,0,74677.75,1
778.4839,Spain,Female,30.0,8.0,103995.19,1.0,1,0,64890.246,1
629.4955,Germany,Male,41.0,2.0,136550.17,1.0,1,0,18810.986,0
672.2983,France,Female,37.0,7.2361703,0.0,2.0,0,0,16344.248,0
589.2754,Spain,Female,22.777897,6.0,0.0,2.0,0,1,182926.9,0
671.0523,Spain,Male,41.0,1.0,194610.83,1.0,0,1,119857.99,1
513.6112,Germany,Female,29.0,4.0,104761.78,2.0,1,0,94779.26,0
564.6895,France,Female,39.0,1.0,148742.97,1.0,1,0,55124.418,0
643.0501,Spain,Female,63.666172,3.0,0.0,2.0,1,0,51501.0,0
650.8259,Germany,Female,51.0,9.0,118695.9,1.0,0,0,46534.883,1
675.4426,Germany,Male,40.0,10.0,129278.93,2.1814876,1,1,35504.7,1
695.2376,Spain,Female,57.0,3.0,0.0,2.0,1,0,69679.96,1
773.25354,Germany,Female,28.0,3.0,91541.59,2.0,1,0,107251.11,0
850.0,France,Female,36.0,2.0,121556.586,2.0,0,1,143916.97,0
688.3502,Germany,Female,39.0,4.0,139695.9,1.0,0,0,77645.41,0
749.69293,Germany,Male,39.0,7.0,123766.27,2.0,0,0,49909.223,0
755.43884,Spain,Female,31.0,1.0,97033.74,2.0,1,0,73814.234,0
553.93964,Spain,Male,34.0,6.0,0.0,1.0,1,0,30523.75,0
542.2236,Germany,Female,46.0,0.0,136459.33,2.0,1,0,96251.67,0
707.565,Spain,Female,41.0,0.0,0.0,2.0,1,1,116528.49,1
665.2915,Spain,Female,41.0,1.0,0.0,2.0,1,0,124977.05,0
559.9273,Germany,Male,34.0,1.0,88600.336,2.0,1,1,183682.66,0
619.00226,Spain,Male,28.0,8.0,97873.37,1.0,0,1,161618.1,0
715.5576,Germany,Female,30.0,9.0,138455.69,1.0,1,0,38113.332,0
793.726,France,Male,46.0,4.0,120494.49,1.0,0,0,21400.555,0
737.5564,France,Male,45.0,4.0,96212.555,2.0,1,1,32086.6,0
516.15857,Spain,Female,45.0,0.0,121523.95,1.0,1,0,193130.73,0
719.46814,France,Female,50.172077,8.0,104356.414,1.0,1,0,132262.11,1
762.6158,Spain,Male,32.0,0.0,93900.26,1.0,0,0,96660.27,0
620.1388,Spain,Male,38.0,9.0,131750.88,1.0,0,0,127025.79,1
748.2271,France,Female,44.0,5.0,0.0,2.0,1,0,65028.938,0
653.3799,Spain,Female,32.979218,8.0,104400.625,1.0,0,1,175518.9,1
683.0,France,Female,25.0,8.0,173463.86,1.0,1,0,41946.43,0
768.3111,France,Male,56.908817,6.0,0.0,2.0,1,1,59830.355,0
461.75104,France,Male,36.0,8.0,0.0,2.0,1,0,72102.195,0
580.5502,Germany,Male,23.0,1.0,117056.74,2.0,1,0,152736.03,0
678.0,Germany,Male,39.0,8.0,137283.45,1.0,1,0,70524.32,1
850.0,France,Female,36.0,0.0,0.0,2.0,1,0,15663.603,0
638.75305,France,Female,42.0,9.0,133166.39,1.0,0,0,80158.266,0
724.1088,France,Female,34.0,1.0,155359.17,2.0,1,0,25155.979,0
731.1919,Spain,Male,25.0,7.0,151775.8,1.0,1,1,74881.31,0
485.95367,Spain,Male,18.678246,9.0,97364.46,1.0,0,1,107647.08,0
478.2887,Spain,Female,23.0,1.0,163470.66,2.0,0,1,78300.64,1
687.1347,France,Male,47.0,10.0,124536.19,1.0,1,1,111038.78,0
695.0,Germany,Male,50.0,3.0,169890.62,1.0,0,1,134188.05,0
683.0,Germany,Female,40.0,2.0,156072.4,2.0,1,1,44373.918,0
701.25366,France,Male,62.925663,8.0,101401.49,1.0,1,1,51377.44,0
505.66867,Spain,Male,34.0,2.0,0.0,2.0,1,0,4078.5361,0
836.1023,Germany,Female,26.0,6.0,180532.55,2.0,1,0,34499.785,0
578.5915,Germany,Male,21.77441,1.0,109056.2,1.0,1,0,691.17365,0
631.3663,Spain,Female,43.0,4.0,0.0,2.0,1,0,115749.68,0
504.9062,Spain,Female,25.0,8.0,123681.25,1.0,0,1,170721.61,0
749.2493,France,Female,34.0,8.0,0.0,2.0,1,0,7795.0835,0
481.10754,Spain,Male,58.0,1.0,0.0,2.0,1,0,90700.51,0
479.45703,Spain,Male,36.0,4.0,107859.64,1.0,1,0,5794.353,0
720.8725,France,Female,40.0,10.0,112734.88,2.0,1,1,102910.55,0
617.3551,Germany,Male,36.0,8.0,136625.89,1.0,0,0,138171.3,1
552.6701,France,Female,44.0,4.0,0.0,1.0,1,0,124173.836,0
596.2959,Germany,Male,49.0,4.0,124341.984,1.0,1,0,54967.44,1
647.7757,France,Female,41.0,7.0,120856.92,1.0,1,0,26667.152,0
786.66187,Spain,Female,26.0,0.0,162687.03,1.0,1,1,83523.84,0
850.0,France,Male,46.0,5.0,0.0,2.0,1,0,19742.348,0
655.5371,Germany,Female,24.35705,5.0,110701.2,1.0,1,1,43468.215,0
712.5814,Spain,Male,42.0,1.0,90478.77,1.0,1,0,150758.55,0
666.784,Germany,Male,42.0,1.0,87947.07,1.0,1,0,136345.84,1
804.38306,France,Female,44.0,2.0,132762.58,1.0,1,0,122305.93,0
645.0274,Germany,Male,39.72708,5.0,116766.72,2.0,1,0,93399.86,0
579.0,Spain,Female,24.0,9.0,0.0,2.0,1,0,8467.727,0
537.03436,France,Female,33.0,2.0,0.0,1.0,1,0,145431.55,0
648.5381,Germany,Male,41.0,4.0,163197.67,1.0,1,1,135734.94,0
534.6037,Germany,Male,41.0,2.0,115804.43,2.0,1,0,27590.29,0
690.9217,France,Male,43.0,7.0,0.0,2.0,1,0,20703.74,0
753.3985,France,Female,33.0,2.0,0.0,1.0,1,0,145627.88,1
640.6478,Spain,Female,45.0,9.0,0.0,1.0,1,1,2349.0312,1
789.6357,France,Female,33.0,8.0,132511.12,2.0,1,0,69944.53,0
691.23694,France,Female,29.0,6.0,126118.984,1.0,0,0,68474.65,0
702.6851,Germany,Female,55.0,8.0,86565.484,1.0,1,0,167260.08,1
487.76053,Spain,Male,22.0,3.0,143816.77,2.0,0,0,12569.726,0
800.1895,France,Female,39.0,8.0,121167.51,1.0,1,0,245.0912,0
667.0,France,Male,32.0,4.0,0.0,2.0,1,1,180538.36,0
748.6666,France,Female,28.0,7.4702287,91424.1,1.0,1,0,16568.273,0
583.91565,France,Female,42.0,7.0,0.0,2.0,1,0,108718.625,0
581.9525,France,Male,49.0,2.0,117289.26,1.0,1,0,59479.78,1
689.5181,Spain,Male,32.0,9.0,113508.45,1.0,1,1,81527.24,0
541.8389,France,Male,39.0,1.0,83115.12,1.0,1,1,18019.168,0
795.0115,France,Female,39.0,10.0,139704.03,1.0,1,1,131277.58,0
679.59705,Spain,Female,37.0,6.0,0.0,2.0,1,0,158787.66,0
646.0,Germany,Female,36.0,2.0,93399.1,1.0,0,0,54660.605,1
509.11377,France,Female,32.0,4.0,131675.36,1.0,1,1,118306.92,0
686.06085,France,Male,66.673615,6.0,0.0,2.0,1,1,27973.27,0
764.7527,France,Female,45.0,1.0,138463.52,2.0,1,0,191023.78,0
633.0,France,Male,47.0,4.0,72528.734,1.0,1,0,133618.11,0
736.0507,France,Female,34.0,0.0,0.0,2.0,1,1,187471.06,0
760.4187,France,Male,34.0,2.0,0.0,2.0,1,1,119747.26,0
741.58997,Germany,Female,44.74126,4.0,123818.016,2.0,0,0,157555.6,1
512.82544,Germany,Female,44.0,7.0,142558.17,1.0,1,0,53368.727,0
614.8617,France,Male,35.0,9.0,46340.86,1.0,1,0,74778.734,0
528.32086,Germany,Male,33.0,4.0,80970.84,1.0,1,1,179107.64,0
641.5842,Germany,Male,44.806587,6.0,141836.52,1.0,1,0,158528.52,0
