LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
240000.0,1,1,1,21.0,-2,-1,2,2,-1,0,-165580.0,-69777.0,1664089.0,891586.0,927171.0,961664.0,0.0,1684259.0,0.0,0.0,0.0,0.0,0
180000.0,2,2,1,39.541916,0,0,0,0,0,0,29775.127,28957.19,29243.42,28954.066,28949.986,28851.918,2000.0,1989.8516,1905.4048,1500.0,1500.0,1499.2897,0
80000.0,1,2,1,40.0,0,0,0,0,0,0,48334.984,48056.785,47335.246,44428.54,39416.367,38816.72,2193.9495,2300.0,1430.6227,1500.0,1566.1561,2000.0,0
100000.0,1,3,2,39.0,0,0,0,0,0,0,77634.88,75682.02,74661.43,74041.02,69952.0,69449.62,3500.0,3400.0,3013.9504,3000.0,3000.0,2500.0,0
80000.0,2,2,1,33.0,0,0,0,0,0,0,47157.535,46493.625,45142.09,40930.55,37775.68,38490.36,2074.8555,2172.7324,1933.7305,1560.5566,1508.7222,2000.0,0
90000.0,2,2,1,36.0,0,0,0,0,0,0,39157.715,36630.63,35884.938,33949.926,32683.621,30532.32,2602.8948,2498.3965,2200.54,2032.8049,2000.0,2000.0,0
140000.0,2,2,1,37.0,0,0,0,0,0,0,63871.105,63707.54,63034.33,58982.816,54227.37,51969.598,3000.0,3089.8945,3000.0,2170.3564,2343.3977,2700.3718,0
50000.0,1,1,2,29.0,0,0,0,0,0,0,40621.457,39030.49,36151.42,31844.176,29523.787,29562.393,2000.0,2038.0082,1893.3298,1500.0,1361.7223,1497.989,0
50000.0,2,1,2,29.0,0,0,0,0,0,0,32830.453,30977.793,29995.068,29094.54,28220.076,29120.637,2024.7819,2000.0,1530.7616,1259.67,1496.3005,2000.0,0
140000.0,2,2,2,32.0,2,-1,0,0,0,0,11268.792,16978.629,19187.467,18458.318,17449.99,17280.078,5000.0,2000.0,1700.0,1640.0234,1843.6311,2000.0,0
50000.0,1,2,2,33.0,2,0,0,0,0,0,24465.188,25760.344,24295.893,22547.37,21026.613,22759.795,1762.8517,1400.0,1100.0,1000.27606,1000.0,961.55444,1
150000.0,2,2,1,42.21822,0,0,-2,-2,-2,-2,15992.831,5069.3853,3755.971,2940.9036,2096.3416,4863.789,2000.0,3027.1104,1496.5664,2200.6323,3530.6543,3613.43,0
50000.0,2,2,2,39.0,0,0,0,0,-1,0,10227.243,8788.965,7800.1997,4723.6704,8379.499,10106.63,1468.8347,1400.3555,0.0,2651.167,2000.0,2220.8655,0
90000.0,1,1,2,26.0,0,0,0,0,0,0,70909.3,70689.53,68270.19,69770.71,66999.4,66846.98,3303.524,3140.5647,2721.0928,3000.0,3204.645,3000.0,0
220000.0,1,2,2,40.0,-2,-2,-2,-2,-2,-2,2556.874,17244.531,6162.611,8807.983,7478.546,6864.249,24101.732,5000.0,5397.0312,6979.021,6967.5015,4575.25,0
200000.0,2,1,2,32.0,-1,-1,-1,-1,-1,0,2861.1328,4542.389,4459.936,1842.913,5379.1523,8345.978,4000.0,4459.966,2000.0,5000.0,3100.0,2701.3284,0
90000.0,1,3,1,38.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
230000.0,2,3,1,39.0,0,0,0,0,0,-1,14682.853,11942.557,11226.744,9172.311,559.3052,1123.3237,2200.0,2784.6777,1600.0,0.0,2393.2773,2500.0,0
1000000.0,2,1,2,79.0,1,-2,4,4,4,0,964511.0,983931.0,1664089.0,891586.0,927171.0,961664.0,873552.0,1684259.0,896040.0,621000.0,426529.0,528666.0,1
50000.0,2,2,2,28.0,0,0,0,0,0,0,16211.496,16234.493,16047.795,15055.831,13883.759,12203.893,1457.1199,1581.0249,1136.1906,662.5947,698.0435,448.83682,0
50000.0,2,1,2,27.0,-1,0,0,0,0,0,41006.07,42493.863,42598.504,38552.645,39760.125,40531.82,2020.8282,2004.1797,1910.4113,1758.8495,2000.0,2000.0,0
280000.0,2,1,2,35.0,0,0,0,0,0,0,63377.3,58796.59,57573.13,57568.016,53093.63,51200.664,3146.632,3047.1895,3000.0,2675.3308,2838.7031,2513.381,0
170000.0,1,2,1,35.0,0,0,0,0,0,0,118773.16,114375.9,111987.29,112237.89,105176.77,102847.4,4300.5264,5000.0,4813.5317,3906.2273,4039.978,3803.164,0
120000.0,2,3,1,36.0,0,0,0,0,0,0,47638.836,46850.164,45278.48,42855.203,40100.37,40396.28,2106.787,2001.2699,1728.1212,2000.0,1882.7719,2010.6415,0
10000.0,1,2,2,21.0,3,4,3,0,-2,-2,168069.86,983931.0,179438.72,891586.0,927171.0,961664.0,873552.0,0.0,896040.0,0.0,0.0,0.0,0
180000.0,2,2,2,33.0,0,0,0,0,0,0,72285.32,71060.195,70123.36,68646.21,66716.94,62711.29,3500.0,3342.9546,2700.0,3000.0,3126.101,3000.0,0
50000.0,2,2,1,39.0,0,0,0,0,0,0,47056.926,46810.996,44673.76,39124.566,34183.812,35668.305,2274.9663,2200.0,1600.0,1651.2499,2000.0,2000.0,0
60000.0,2,1,2,27.0,0,0,0,0,0,0,13719.292,12391.833,13513.259,13373.425,11921.842,0.0,1342.1802,1200.0,794.4461,1000.0,0.0,0.0,0
1000000.0,1,2,2,79.0,1,2,2,2,0,2,964511.0,983931.0,-157264.0,891586.0,927171.0,961664.0,873552.0,1684259.0,896040.0,0.0,426529.0,528666.0,1
170000.0,2,2,2,27.0,0,0,0,0,0,0,65866.84,65744.41,62976.242,62333.047,57984.117,57448.09,3000.0,2883.717,2548.048,2094.204,2155.1973,2000.0,0
130000.0,2,5,1,33.0,0,0,0,0,0,-2,18864.508,17479.455,15568.241,7491.8823,0.0,0.0,1901.1084,1500.0,1000.0,0.0,0.0,0.0,1
190000.0,1,2,1,38.0,0,0,0,0,0,0,105941.18,102277.76,91877.77,86667.41,78644.28,78404.97,4594.4116,3997.5732,3000.0,3000.0,2698.7842,2009.6837,1
50000.0,1,1,2,32.0,0,0,0,0,0,0,47418.65,43707.633,40484.6,36517.586,31238.92,31555.766,2154.383,2000.0,1535.1298,1500.0,2000.0,2000.0,1
230000.0,2,2,2,38.0,-1,-1,-1,-1,-1,-1,589.8172,390.0,457.58417,390.0,675.1458,604.3449,0.0,603.51874,0.0,652.39856,725.5655,699.6411,0
180000.0,2,2,1,38.0,0,0,0,0,0,0,156980.52,152525.53,150766.34,144812.25,140472.64,137950.42,6000.0,6000.0,5000.0,5011.226,5000.0,5000.0,0
50000.0,1,1,2,31.0,0,0,0,0,0,0,40665.7,40696.453,38010.22,35445.188,32537.059,31711.275,2195.9634,2000.0,1806.0435,1532.2079,1500.0,1771.3306,0
140000.0,2,2,1,43.0,0,0,0,0,0,0,126470.51,120209.74,116859.06,112395.48,105190.836,105247.66,5000.0,4654.7705,4000.0,3914.817,4082.1135,3479.449,0
70000.0,2,2,1,36.0,0,0,0,0,0,0,35666.758,35072.023,33598.797,30136.645,29069.088,29828.852,2290.477,2010.8756,1801.4171,2000.0,2314.9497,2087.7544,0
50000.0,1,2,1,33.77371,1,2,0,0,0,0,38737.63,35091.87,33341.426,29788.68,28621.83,27771.305,0.0,2000.0,1600.0,1228.1149,1062.7244,1500.0,1
90000.0,2,2,2,27.0,0,0,0,0,0,0,68115.89,66561.67,66057.42,64215.355,60961.984,60479.547,3501.1064,3195.1257,3000.0,2687.9106,3101.2227,2442.2295,0
70000.0,2,2,2,36.0,0,0,0,0,0,0,16292.526,15526.972,15703.669,16248.696,15225.24,13917.407,1807.3793,2000.0,2000.0,1523.9357,1785.8162,2116.79,0
50000.0,1,2,2,34.0,0,0,0,0,0,0,40610.62,41548.777,37970.5,35288.977,30545.85,32661.078,2207.8098,2151.3196,1756.35,2000.0,1952.7285,2000.0,0
1000000.0,1,3,2,21.0,0,-2,2,-2,-2,0,-165580.0,-69777.0,-157264.0,891586.0,-81334.0,-339603.0,0.0,1684259.0,0.0,621000.0,0.0,0.0,0
240000.0,2,1,2,30.0,0,0,0,0,0,0,165152.08,163764.94,159909.47,160443.97,151918.52,150376.05,6972.1724,6000.0,8345.054,6297.8447,6563.862,5821.562,0
200000.0,2,2,2,32.0,-1,2,2,-2,-2,-2,544.6654,191.4977,0.0,0.0,485.6237,0.0,0.0,0.0,0.0,600.0,0.0,500.0,0
160000.0,2,1,1,37.0,-2,-2,-2,-2,-2,-2,1641.3129,1998.694,1797.8293,1984.498,1489.455,1514.3146,2038.1486,2000.0,2000.8884,1716.6404,1765.6666,1511.327,0
150000.0,2,1,2,31.0,0,0,0,0,0,0,15228.831,15419.158,15073.05,14958.167,14749.4795,15177.777,1500.5361,1456.9512,1313.8705,753.78064,1000.0,900.4354,0
360000.0,2,1,1,39.0,-1,-1,0,2,0,0,24415.994,25295.09,27112.291,27969.816,28218.49,24923.28,9000.0,11290.31,5002.1377,4500.0,3809.9404,4791.0566,0
80000.0,2,3,1,33.0,0,0,0,0,0,0,59513.938,59488.0,58283.656,57547.395,55031.465,55053.62,2574.836,2500.0,2500.0,2000.5834,2000.0,2193.236,0
50000.0,2,2,1,38.0,-1,0,0,0,0,0,25248.656,27305.648,28061.78,27782.06,27300.867,27785.025,1800.0,1902.8035,1919.3988,1321.8386,1467.3297,1823.7677,0
50000.0,1,3,1,36.0,2,2,2,2,2,2,25991.422,26690.69,25957.068,27730.633,27147.352,24995.086,2000.0,1615.4491,1000.0,2000.0,0.0,2000.0,0
170000.0,2,2,1,39.0,0,-1,-1,-1,-1,-1,5027.79,1379.8396,3743.92,3195.703,2428.325,3466.8132,1600.2776,3963.8655,2666.6125,2515.148,2800.2253,1499.4307,0
160000.0,2,1,2,33.0,0,0,0,0,0,0,81167.01,80401.164,78533.45,80723.4,79292.73,78297.29,3701.4482,4054.0828,4493.9844,3318.8584,4000.0,2841.886,0
50000.0,2,1,2,26.0,0,0,0,0,0,0,36862.156,36066.87,34681.895,31414.68,30074.145,30183.021,2038.9694,2000.0,1776.331,1600.0,1600.0,1891.0931,0
80000.0,1,2,2,26.0,0,0,0,0,0,0,15777.348,17286.451,15413.732,15574.944,17048.729,18822.137,5000.0,4000.0,4000.0,6000.0,5053.7017,2951.1206,0
120000.0,2,2,1,41.0,0,0,0,0,0,0,67884.984,66798.484,64052.562,60370.562,53925.58,55412.215,3013.2341,3000.0,2986.8557,2285.98,2399.7527,2133.6814,0
120000.0,1,1,1,37.0,0,0,0,0,0,0,85819.13,82844.984,80141.5,79176.81,75385.375,76011.57,3600.0625,3700.0,3000.9666,3000.0,3198.1116,2691.2344,0
210000.0,2,2,1,38.0,0,0,0,0,0,0,119469.336,114540.836,111908.05,109800.27,102699.16,101448.08,5000.0,4261.456,4200.0,4000.0,3663.2546,3355.2954,0
60000.0,2,2,1,26.0,0,0,0,0,0,0,62233.086,60303.906,54610.574,50041.5,46718.312,46079.6,2910.1377,2677.15,2000.0,1841.4088,1616.5437,1802.9878,1
154874.89,2,2,1,35.0,0,0,0,0,0,0,45615.137,45333.285,42622.297,40050.844,36541.95,37075.438,2129.2617,2243.7253,2190.0361,1834.9789,2163.5012,2000.0,0
140000.0,1,1,1,31.0,1,-1,-1,-1,-1,-2,0.0,780.0,583.36005,0.0,390.0,938.3621,423.9719,1094.9202,0.0,669.5684,620.2496,600.0,0
100000.0,1,1,1,32.0,0,0,0,0,0,0,24394.148,23916.58,22845.936,22309.098,20362.586,20068.146,1613.2494,1517.088,1462.5013,1000.0,1000.0,900.0,0
30000.0,1,2,2,33.0,0,0,0,0,0,0,27594.13,27263.045,26130.777,24123.451,21023.115,20595.531,1791.6675,1619.9169,1184.211,996.306,1000.0,1000.0,0
60000.0,1,2,2,28.0,0,0,0,0,0,0,50211.45,49489.008,48656.008,46583.31,42975.2,40540.71,2412.4404,2673.6162,2000.0,2039.0077,2000.0,2000.0,0
80000.0,1,2,2,31.0,0,0,0,0,0,0,26866.582,27782.934,26255.28,26251.41,24598.533,23617.031,2000.0,2000.0,1938.7471,1101.4711,1400.0,1963.4935,0
80000.0,1,3,2,28.0,0,0,0,0,0,0,53338.777,50853.754,50584.805,49570.39,47720.895,49555.24,2691.3442,2453.909,2500.0,2000.0,2306.9644,2000.0,0
240000.0,2,1,2,28.0,-1,0,-1,-1,-1,0,3373.7915,4871.55,1432.9388,2098.0825,2092.0227,3420.2375,2500.0,2000.0,2449.995,2000.118,1000.0,1698.8048,0
280000.0,2,1,1,36.0,-2,-1,-2,-2,-1,-1,3057.315,4129.219,5404.1113,2401.0244,2157.021,1218.4415,4579.6353,4420.4824,1300.0,3000.0,2060.7136,2569.7407,0
150000.0,2,2,2,29.0,0,0,0,0,0,0,30709.66,28420.17,27305.22,26678.494,24771.467,26341.49,2014.8124,2002.3049,2000.0,2000.0,3411.3652,2435.9277,0
160000.0,2,1,2,28.0,0,0,0,0,0,0,94587.97,93858.05,91575.24,88847.445,81097.0,79225.336,4000.0,3968.2634,2714.2578,3000.0,2500.0,2730.1047,0
190000.0,2,1,2,30.0,0,0,0,0,0,0,17096.66,15387.669,14654.435,15638.608,17033.934,16663.275,1599.8583,1257.5111,1500.0,1100.0,1400.0,1514.5364,0
30000.0,2,2,2,27.0,0,0,0,0,0,0,17103.318,17363.814,17206.475,17696.05,17342.291,16577.54,1300.0,1404.803,1184.649,810.96985,602.86115,800.0,0
140000.0,2,5,2,29.0,-1,0,0,0,0,0,51257.4,49523.227,47393.242,42535.32,38292.242,40954.07,2500.0,3000.0,2372.2688,2233.316,4000.0,3000.0,0
230000.0,2,2,1,38.0,-1,-1,-1,-1,-1,-1,4693.187,4120.4766,3756.6316,3123.5608,2728.7258,2068.3977,4200.639,3640.509,2816.621,3090.689,2014.4243,3008.864,0
80000.0,1,2,2,37.0,0,0,0,0,0,0,40301.734,38431.56,35258.246,31716.504,29763.19,29384.025,2000.0,2000.0,1427.1378,1200.725,1051.3771,1037.1263,0
50000.0,2,2,1,27.0,0,0,0,0,0,0,37641.46,37997.664,35265.664,32366.404,29840.566,30418.68,2019.4913,2000.0,1766.1228,1502.4612,2000.0,2000.0,0
150000.0,1,2,1,42.0,0,0,0,0,0,0,102172.97,99167.02,92623.64,90681.07,87121.87,88896.664,4384.668,4146.3247,2684.9172,3199.466,3800.5115,3018.2927,1
150000.0,2,2,1,36.86282,0,0,0,0,0,0,83522.516,85296.27,82591.89,79578.54,77234.91,74253.13,4000.0,4476.5933,3506.7048,3002.7356,3000.0,3000.0,0
160000.0,1,2,1,32.0,0,0,0,0,0,0,30855.766,30276.18,29164.162,28973.744,28939.0,29407.627,2000.0,2000.0,2000.0,1700.0,1900.0,1113.3898,0
80000.0,1,3,2,26.0,0,0,0,0,0,0,69244.75,68268.02,64584.855,58758.598,51037.29,51211.945,3094.8186,3000.4868,2800.0,2000.0,2000.0,2000.0,0
30000.0,2,2,2,23.0,0,0,0,0,0,0,24312.21,23959.832,21584.182,20095.814,18977.518,18596.693,1589.3035,1500.0,1008.4957,819.2021,871.3319,778.01117,0
253700.84,2,2,2,34.0,0,0,0,0,0,0,206142.73,201095.88,201473.97,195338.62,191024.17,188638.55,8000.698,9846.151,8511.37,10000.0,8006.2505,7717.4263,0
160000.0,1,3,2,30.0,0,0,0,0,0,0,109561.53,109480.64,109295.29,108104.23,101891.836,105643.31,5000.0,5000.0,4047.3997,4000.0,4000.0,3592.4692,0
70000.0,2,2,2,30.0,0,0,0,0,0,0,42786.09,41805.66,37942.2,35348.98,31082.797,30859.121,2000.0,2000.0,2000.0,1276.0828,1500.0,1076.056,0
30000.0,1,3,1,33.0,0,0,0,0,0,0,26326.836,28457.465,26198.31,25354.564,21705.332,23210.893,1809.0922,1500.0,1248.8456,1000.0,1000.0,800.0,0
50000.0,2,2,2,24.0,0,0,2,2,0,0,28816.992,32489.334,29374.098,28544.855,27818.44,27810.262,2826.9258,1800.0,1174.9419,1045.5763,1119.5026,1116.7356,0
100000.0,2,2,2,34.0,0,0,0,0,0,0,64403.293,62909.855,54073.086,49770.613,44970.496,45694.457,2935.9653,2749.9202,2501.5703,2000.0,1981.8336,1891.0549,0
130000.0,1,2,2,30.0,1,2,2,2,2,2,82163.97,87019.664,85887.19,85862.1,88695.375,91710.35,3915.2903,3350.9487,3000.0,3801.5503,2970.9214,3444.9963,1
70000.0,2,2,2,28.0,-2,-1,0,2,-1,0,2066.5723,2273.7764,1915.79,498.43192,944.96045,2919.6458,1300.0,1098.1694,0.0,1054.6659,698.23944,549.98364,0
70000.0,2,3,1,33.0,2,2,2,2,0,0,38191.625,35996.688,34271.52,33053.727,29507.701,28536.682,2000.0,1763.9521,919.61523,1305.9873,1200.0,1626.4857,1
70000.0,2,2,1,37.0,2,0,0,0,0,2,44608.438,44680.457,43262.645,38510.88,39781.07,43188.8,2034.807,2000.0,1960.153,2000.0,1965.7135,1200.0,1
130000.0,2,1,2,28.0,0,0,0,0,0,0,60023.215,57941.5,54589.645,52809.363,50679.734,50197.62,2865.207,3000.0,2395.6228,2349.8406,2259.5535,2000.0,0
1000000.0,2,1,1,79.0,1,2,4,2,4,2,964511.0,983931.0,1664089.0,891586.0,927171.0,961664.0,0.0,1684259.0,896040.0,621000.0,426529.0,528666.0,1
30000.0,2,2,2,27.0,0,0,0,0,0,-2,21581.021,22178.389,19118.955,19921.285,17042.943,17876.229,1506.0048,1303.3784,1358.7236,1000.0,751.2947,887.1931,0
50000.0,1,1,2,34.0,0,0,0,0,0,0,19164.271,19237.54,19127.639,18874.89,18862.271,18189.584,1683.1273,1500.0,1000.0,892.5996,1000.0,483.77124,0
140000.0,2,5,1,31.0,0,0,0,0,0,0,103751.21,99336.234,87583.57,82057.84,74500.305,75191.3,4000.0,3715.286,2909.7512,3011.271,3000.0,3000.0,0
140000.0,1,1,1,36.0,0,0,0,0,0,0,49592.35,48720.65,47937.707,47136.535,46902.723,45852.7,2300.0,2229.7515,2264.9773,2000.0,2000.0,2000.0,0
180000.0,1,1,1,36.0,-1,-1,0,0,-1,-1,5229.332,4577.4243,5779.136,8291.376,2892.1892,3335.0718,3758.386,3070.0996,3043.0857,3000.0,3000.0,2575.1155,0
140000.0,1,2,1,38.0,0,0,0,0,0,0,102270.625,100918.87,92408.52,88475.34,79326.664,79385.3,4917.676,4500.0,3599.9407,3397.085,4102.417,3269.0627,0
90000.0,1,1,2,35.0,0,0,0,0,0,0,40769.184,37715.434,37110.844,36908.66,36282.496,39491.793,1915.077,2105.1304,2000.0,1812.784,2000.0,2000.0,0
80000.0,2,2,1,29.0,0,0,0,0,0,0,33749.395,32108.695,30492.508,29365.844,27791.86,27723.824,2000.0,2000.0,2000.0,1662.3765,1518.4603,2000.0,0
40000.0,2,1,2,26.0,0,0,0,0,0,0,31649.074,30745.82,29751.191,28449.854,28099.564,27456.658,2000.0,1848.9612,1500.0,1074.2952,1016.2291,1158.3242,1
90000.0,1,2,1,34.0,0,0,0,0,0,0,41270.98,41444.176,38768.41,35794.39,33376.984,34543.723,2081.7124,2000.4646,2000.0,1956.0143,1965.1565,2000.0,1
30000.0,2,2,1,36.0,0,2,2,0,0,0,27111.799,28253.584,25117.771,23530.545,22881.752,24149.545,2008.2671,1627.5155,0.0,1053.498,1300.0,1498.7708,1
80000.0,2,1,1,39.0,-1,-1,-1,-1,-1,-1,779.34906,775.5132,1016.1655,0.0,397.26392,1441.5508,1184.7621,1509.3829,0.0,437.15756,1300.0,0.0,0
80000.0,2,1,2,26.0,0,0,0,0,0,0,55406.35,55112.03,54243.51,51978.812,49037.043,49635.94,2906.5503,3000.0,2401.1426,1913.435,2000.0,2000.0,0
50000.0,2,3,1,25.0,1,-2,0,-1,0,0,4891.7944,6609.057,8288.056,9523.158,10680.393,9507.757,2000.0,2474.963,3000.0,1172.5493,1000.0,2099.7402,0
120000.0,2,3,1,33.0,0,0,0,0,0,0,81007.59,79639.414,77015.484,75257.625,70438.93,72519.99,3459.331,3300.0,3356.7,3000.0,3000.0,2705.5947,0
280000.0,1,2,2,30.0,0,0,0,0,0,0,66257.32,64691.848,62870.7,59827.094,53410.22,51487.953,3500.0,3009.5632,2800.0,2543.8652,2500.0,2762.4165,0
200000.0,2,2,2,31.0,-1,-1,-1,-1,-1,-1,1640.5728,1900.004,2043.8146,2238.5085,2085.777,1717.6047,2000.0,2101.952,2000.0,2508.413,1802.192,3000.0,0
60000.0,2,2,1,36.0,0,0,0,0,0,0,47578.777,47617.953,46893.66,43096.19,39484.957,38501.133,2419.4443,2500.0,2120.3745,2000.0,2000.0,2000.0,0
100000.0,2,1,2,31.0,3,2,0,0,0,0,64965.33,60468.324,54152.594,50920.477,49837.64,49522.707,1662.7329,2699.9685,2893.6995,2460.9358,2098.3716,2500.0,1
50000.0,2,2,2,23.0,0,0,0,0,0,0,31221.977,30243.723,28334.58,25950.06,22482.178,20411.295,2000.0,1861.6519,1200.0,1000.0,1000.0,1000.0,0
210000.0,2,2,2,28.0,-1,-1,-1,-1,-1,-1,828.71655,734.4832,1085.482,764.2724,872.59106,1094.785,1000.0,1692.3699,513.1061,1000.0,1003.1616,1263.7343,0
251193.75,1,1,2,30.0,-1,-1,-2,-2,-2,-2,1315.3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100000.0,2,2,2,29.0,0,0,0,0,0,0,64983.92,64147.605,60403.812,58661.7,55533.734,53690.805,3000.0,2600.0,2000.0,2195.2292,2006.7678,1893.0272,0
