CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
850.0,Germany,Male,28.0,2.0,101100.22,2.0,1,1,35337.31,0
769.0,Germany,Female,34.0,7.0,137239.17,1.0,1,1,71379.92,1
683.0,Germany,Female,32.0,0.0,138171.1,2.0,1,1,188203.58,0
480.0,France,Male,40.0,6.0,148790.61,1.0,0,1,79329.7,0
642.0,France,Female,41.0,7.0,115171.71,1.0,1,1,37674.47,0
794.0,Spain,Female,30.0,1.0,154970.55,1.0,0,1,156768.45,0
516.0,Spain,Female,31.0,7.0,0.0,1.0,1,0,47018.75,0
740.0,France,Female,37.0,9.0,0.0,2.0,1,1,73225.31,0
514.0,France,Female,41.0,7.0,0.0,2.0,1,1,3756.65,0
677.0,Spain,Female,34.0,10.0,171671.9,1.0,1,1,50777.77,0
652.0,France,Male,27.0,10.0,107303.72,2.0,0,0,44435.76,0
800.0,France,Female,40.0,3.0,75893.11,2.0,1,0,132562.23,0
752.0,France,Female,36.0,1.0,86837.95,1.0,1,1,105280.55,0
702.0,Spain,Male,39.0,8.0,0.0,2.0,1,0,99654.13,0
571.0,France,Male,40.0,5.0,0.0,2.0,0,0,72849.29,0
733.0,Spain,Male,44.0,3.0,106070.89,1.0,0,1,101617.43,0
698.0,France,Male,36.0,6.0,0.0,2.0,0,1,19231.98,0
792.0,France,Female,70.0,3.0,0.0,2.0,1,1,172240.27,0
439.0,Spain,Male,52.0,3.0,96196.24,4.0,1,0,198874.52,1
569.0,France,Male,36.0,1.0,67087.69,1.0,1,0,154775.7,0
739.0,Spain,Female,41.0,8.0,0.0,1.0,1,0,191694.77,1
804.0,France,Female,50.0,4.0,0.0,1.0,1,1,8546.87,1
624.0,Spain,Female,34.0,6.0,0.0,1.0,1,0,582.59,1
675.0,France,Male,40.0,7.0,113208.86,2.0,1,0,34577.36,0
483.0,France,Male,27.0,1.0,77805.66,1.0,1,1,2101.89,0
501.0,France,Male,40.0,4.0,125832.2,1.0,1,1,100433.83,0
850.0,France,Female,35.0,1.0,211774.31,1.0,1,0,188574.12,1
673.0,France,Male,51.0,8.0,79563.36,2.0,1,1,172200.9,0
612.0,Germany,Male,42.0,5.0,141927.1,1.0,1,1,43018.98,0
801.0,France,Male,38.0,5.0,0.0,2.0,1,0,66256.27,0
754.0,Germany,Female,39.0,8.0,129401.87,1.0,1,1,87684.93,0
626.0,France,Female,32.0,0.0,0.0,2.0,0,0,187172.55,0
584.0,France,Female,40.0,4.0,82441.75,1.0,0,0,80852.11,0
559.0,France,Female,43.0,1.0,0.0,1.0,0,1,86634.3,0
534.0,France,Female,42.0,9.0,144801.97,1.0,0,1,12483.39,1
707.0,Spain,Female,53.0,6.0,109663.47,1.0,1,1,52110.45,0
666.0,France,Male,40.0,5.0,0.0,2.0,1,0,147878.05,0
521.0,France,Male,37.0,5.0,105843.26,2.0,1,1,84908.2,0
787.0,France,Male,33.0,1.0,126588.81,2.0,0,1,62163.53,0
635.0,Spain,Female,34.0,5.0,98683.47,2.0,1,0,15733.19,0
588.0,Germany,Female,42.0,2.0,164307.77,1.0,1,0,48498.19,0
529.0,France,Male,30.0,2.0,116295.29,1.0,1,0,75285.47,0
733.0,Germany,Male,45.0,2.0,113939.36,2.0,1,0,3218.71,0
650.0,Germany,Female,46.0,9.0,149003.77,2.0,1,0,176902.83,0
672.0,France,Male,52.0,8.0,170008.84,1.0,0,0,56407.42,1
553.0,France,Male,37.0,2.0,0.0,2.0,1,0,33877.29,0
633.0,Spain,Female,33.0,4.0,92855.02,1.0,1,1,159813.19,0
705.0,France,Female,49.0,7.0,0.0,1.0,1,0,63405.2,1
569.0,Spain,Male,31.0,1.0,115406.97,1.0,0,0,145528.22,0
465.0,France,Male,25.0,2.0,78247.31,2.0,1,1,10472.31,0
712.0,Spain,Male,45.0,6.0,112994.65,1.0,0,0,198398.69,0
571.0,France,Female,38.0,6.0,107193.82,2.0,0,0,38962.94,0
806.0,Spain,Male,25.0,7.0,0.0,2.0,1,0,18461.9,0
653.0,France,Male,44.0,8.0,0.0,2.0,1,1,154639.72,0
480.0,Germany,Female,25.0,3.0,174330.34,2.0,0,0,181647.12,0
656.0,Germany,Female,23.0,4.0,163549.62,1.0,0,1,21085.12,0
596.0,Spain,Male,60.0,7.0,121907.97,1.0,0,1,30314.04,0
576.0,Germany,Female,71.0,6.0,140273.47,1.0,1,1,193135.25,1
620.0,France,Male,36.0,8.0,0.0,2.0,1,1,145937.98,0
597.0,Germany,Female,43.0,7.0,119127.46,2.0,1,0,55809.92,0
605.0,Spain,Male,39.0,10.0,105317.73,2.0,1,0,138021.36,0
597.0,France,Female,60.0,0.0,131778.08,1.0,0,0,10703.53,1
776.0,Germany,Female,37.0,1.0,93124.04,2.0,1,1,196079.31,0
520.0,France,Male,38.0,5.0,0.0,2.0,1,0,163185.77,0
625.0,France,Male,49.0,6.0,173434.9,1.0,1,0,165580.94,1
560.0,Spain,Female,43.0,4.0,95140.44,2.0,1,0,123181.44,1
601.0,Spain,Female,20.0,9.0,122446.61,2.0,1,0,86791.9,0
757.0,Spain,Male,33.0,5.0,77253.22,1.0,0,1,194239.62,0
711.0,France,Male,41.0,3.0,0.0,2.0,1,1,193747.56,0
667.0,Spain,Female,36.0,3.0,121542.57,2.0,1,1,186841.7,0
710.0,Germany,Male,34.0,9.0,134260.36,2.0,1,0,147074.67,0
628.0,France,Female,31.0,6.0,175443.75,1.0,1,0,113167.17,1
768.0,France,Male,42.0,5.0,0.0,3.0,0,0,60686.4,0
651.0,Germany,Male,37.0,9.0,114453.58,1.0,0,1,175820.9,0
587.0,France,Male,47.0,6.0,71026.77,1.0,1,0,57962.41,0
473.0,France,Female,39.0,9.0,117103.26,2.0,1,1,85937.52,1
585.0,Germany,Male,50.0,2.0,125845.66,1.0,1,0,9439.31,1
625.0,France,Male,52.0,5.0,164978.02,1.0,1,1,67788.49,0
637.0,Germany,Male,30.0,1.0,122185.53,1.0,1,0,102566.46,1
604.0,Spain,Male,23.0,9.0,124577.33,1.0,1,1,7267.25,0
669.0,France,Male,29.0,7.0,0.0,2.0,1,1,138145.62,0
528.0,France,Male,34.0,1.0,125566.9,1.0,1,1,176763.27,0
686.0,Spain,Male,34.0,9.0,0.0,2.0,1,0,127569.8,0
619.0,Germany,Male,57.0,3.0,137946.39,1.0,1,1,72467.99,1
621.0,Germany,Female,34.0,2.0,91258.52,2.0,1,0,44857.4,0
646.0,France,Female,33.0,2.0,0.0,2.0,0,0,198208.0,0
564.0,France,Male,42.0,7.0,99824.45,1.0,1,1,36721.4,0
695.0,Spain,Female,39.0,5.0,0.0,2.0,0,0,102763.69,0
577.0,France,Female,37.0,4.0,0.0,1.0,1,1,79881.39,0
753.0,France,Male,48.0,4.0,0.0,2.0,0,1,146821.42,0
662.0,France,Male,64.0,0.0,98848.19,1.0,0,1,42730.12,0
726.0,Spain,Female,48.0,6.0,99906.19,1.0,1,0,64323.24,0
654.0,France,Male,32.0,9.0,121455.65,1.0,1,0,190068.53,1
530.0,France,Female,55.0,4.0,120905.03,1.0,0,1,123475.88,1
532.0,France,Male,43.0,9.0,0.0,2.0,0,0,190573.9,1
731.0,France,Male,33.0,4.0,0.0,2.0,1,1,74945.11,0
698.0,Spain,Male,38.0,10.0,95010.92,1.0,1,1,105227.86,0
523.0,Germany,Female,39.0,1.0,143903.11,1.0,1,1,118711.75,1
708.0,France,Female,51.0,8.0,70754.18,1.0,1,1,92920.04,1
653.0,Germany,Male,58.0,1.0,132602.88,1.0,1,0,5097.67,1
678.0,France,Female,34.0,6.0,0.0,2.0,1,1,124592.84,0
592.0,Spain,Male,38.0,8.0,0.0,2.0,1,0,180426.2,0
537.0,Spain,Female,33.0,7.0,136082.0,1.0,1,0,62746.54,0
695.0,Spain,Male,28.0,0.0,96020.86,1.0,1,1,57992.49,0
652.0,Spain,Male,31.0,1.0,132862.6,1.0,0,0,158054.48,0
587.0,France,Male,33.0,5.0,100116.82,1.0,1,0,34215.58,0
652.0,France,Female,31.0,3.0,103696.97,3.0,0,0,155221.05,1
647.0,Germany,Female,22.0,3.0,97975.82,2.0,0,1,62083.0,0
800.0,France,Female,40.0,5.0,97764.41,1.0,1,0,98640.15,1
691.0,France,Male,28.0,1.0,0.0,2.0,0,0,92865.41,0
585.0,Germany,Male,36.0,5.0,146050.97,2.0,0,0,86424.57,0
642.0,Germany,Female,40.0,6.0,129502.49,2.0,0,1,86099.23,1
658.0,Spain,Male,35.0,9.0,71829.34,1.0,1,1,68141.92,0
597.0,Germany,Male,52.0,8.0,83693.34,2.0,1,1,161083.53,0
580.0,France,Female,23.0,5.0,113923.81,2.0,0,0,196241.44,0
717.0,Germany,Male,35.0,7.0,58469.37,2.0,1,1,172459.39,0
796.0,Spain,Male,56.0,6.0,94231.13,1.0,0,0,121164.6,1
681.0,Germany,Male,42.0,3.0,118199.97,2.0,1,0,9452.88,1
718.0,France,Male,27.0,2.0,0.0,2.0,0,0,26229.24,0
606.0,Spain,Female,23.0,10.0,70417.79,1.0,0,1,90896.04,0
715.0,France,Female,38.0,5.0,118590.41,1.0,1,1,5684.17,1
518.0,France,Female,38.0,10.0,84764.79,1.0,1,1,162253.9,0
567.0,Germany,Female,46.0,1.0,68238.51,2.0,1,1,109572.58,0
628.0,France,Female,46.0,1.0,46870.43,4.0,1,0,31272.14,1
606.0,Spain,Female,53.0,1.0,109330.06,1.0,1,1,75860.01,0
738.0,Germany,Female,57.0,9.0,148384.64,1.0,0,0,155047.11,1
667.0,France,Male,42.0,7.0,0.0,1.0,0,1,108348.94,1
610.0,France,Male,40.0,0.0,0.0,2.0,1,0,62232.6,0
535.0,France,Female,29.0,2.0,112367.34,1.0,1,0,185630.77,0
740.0,Spain,Female,56.0,4.0,99097.33,1.0,1,1,85016.64,1
646.0,France,Female,37.0,7.0,96558.66,1.0,0,0,163427.19,0
641.0,Spain,Female,40.0,4.0,101090.27,1.0,1,1,51703.09,0
577.0,Spain,Female,44.0,8.0,115557.0,1.0,0,1,127506.76,0
435.0,Germany,Male,37.0,8.0,114346.3,1.0,0,1,980.93,1
583.0,France,Female,42.0,7.0,0.0,2.0,1,0,144039.05,0
575.0,Spain,Female,30.0,8.0,0.0,2.0,1,0,185341.62,0
679.0,Spain,Female,35.0,8.0,119182.73,1.0,0,0,121210.09,0
646.0,Germany,Female,52.0,6.0,111739.4,2.0,0,1,68367.18,0
604.0,France,Male,31.0,6.0,134837.58,1.0,1,0,192029.19,0
534.0,France,Male,27.0,9.0,0.0,2.0,1,0,161344.12,0
693.0,Spain,Female,39.0,0.0,0.0,2.0,0,0,81901.6,0
540.0,Spain,Male,39.0,2.0,0.0,2.0,1,0,81995.92,0
561.0,Spain,Male,37.0,4.0,101470.29,1.0,0,1,88838.14,0
580.0,Spain,Male,29.0,9.0,61710.44,2.0,1,0,128077.8,0
637.0,France,Female,38.0,3.0,104339.56,1.0,0,0,119882.86,0
512.0,Germany,Male,41.0,7.0,122403.24,1.0,0,1,37439.9,1
650.0,Germany,Male,23.0,4.0,93911.3,2.0,1,0,69055.45,0
783.0,France,Male,40.0,6.0,0.0,2.0,1,0,109742.55,0
518.0,Germany,Male,46.0,4.0,113625.93,1.0,0,0,92727.42,1
484.0,Spain,Male,36.0,8.0,0.0,2.0,1,0,186136.48,0
622.0,France,Female,32.0,6.0,169089.38,2.0,1,0,101057.95,0
698.0,Spain,Female,31.0,8.0,185078.27,1.0,0,0,115337.74,1
659.0,Germany,Female,39.0,1.0,104502.11,1.0,1,0,20652.69,0
632.0,France,Male,42.0,4.0,126115.6,1.0,1,0,100998.5,0
675.0,France,Male,35.0,8.0,0.0,2.0,1,1,56642.97,0
819.0,France,Female,38.0,10.0,0.0,2.0,1,0,30498.7,0
657.0,France,Male,44.0,6.0,76495.04,1.0,1,0,79071.89,0
760.0,France,Female,51.0,2.0,100946.71,1.0,0,0,179614.8,1
698.0,France,Female,57.0,9.0,111359.55,2.0,1,0,105715.01,0
807.0,Spain,Female,28.0,7.0,165969.27,3.0,1,0,156122.12,1
547.0,Spain,Female,44.0,5.0,0.0,3.0,0,0,5459.07,1
617.0,France,Male,41.0,7.0,0.0,2.0,0,1,14496.67,0
435.0,France,Male,54.0,3.0,0.0,1.0,1,0,156910.45,1
716.0,France,Female,40.0,3.0,0.0,2.0,0,1,167636.16,0
752.0,Germany,Female,45.0,3.0,105426.5,2.0,0,1,89773.45,0
809.0,France,Female,38.0,2.0,154763.2,2.0,1,1,174800.31,0
405.0,France,Male,39.0,10.0,0.0,1.0,1,0,160810.84,1
590.0,Spain,Male,22.0,7.0,125265.61,1.0,1,1,161253.08,0
642.0,Spain,Male,34.0,8.0,0.0,1.0,1,0,72085.1,0
516.0,France,Male,51.0,8.0,120124.35,2.0,0,1,168773.55,0
726.0,Spain,Female,56.0,8.0,123110.9,3.0,0,1,130113.78,1
593.0,Spain,Male,44.0,5.0,0.0,1.0,1,0,128046.98,0
512.0,France,Male,24.0,6.0,0.0,2.0,1,0,37654.31,0
789.0,Germany,Male,43.0,8.0,119654.44,2.0,0,1,148412.23,1
593.0,France,Female,32.0,3.0,0.0,2.0,1,1,151978.36,0
613.0,France,Male,47.0,6.0,146034.73,1.0,1,1,77146.14,0
647.0,Spain,Female,26.0,8.0,109958.15,1.0,1,1,136592.23,1
722.0,Germany,Female,32.0,5.0,106807.64,1.0,1,1,76998.69,0
660.0,France,Female,40.0,8.0,167181.02,1.0,1,1,185156.94,0
741.0,France,Female,64.0,2.0,69311.16,1.0,1,1,59237.72,0
677.0,Spain,Male,56.0,5.0,123959.97,1.0,1,1,60590.72,1
630.0,Spain,Male,26.0,7.0,0.0,2.0,1,1,6656.64,0
679.0,Germany,Male,38.0,7.0,110555.37,2.0,1,0,46522.68,0
448.0,Spain,Male,25.0,2.0,0.0,2.0,0,0,95215.73,0
587.0,Germany,Female,37.0,6.0,104414.03,1.0,1,0,192026.02,0
828.0,France,Male,31.0,9.0,0.0,1.0,0,1,164257.38,0
705.0,Spain,Female,40.0,5.0,203715.16,1.0,1,0,179978.69,1
539.0,Germany,Female,43.0,3.0,116220.5,3.0,1,0,55803.96,1
549.0,Spain,Female,24.0,9.0,0.0,2.0,1,1,14406.41,0
635.0,Germany,Male,43.0,5.0,78992.75,2.0,0,0,153265.31,0
654.0,France,Male,40.0,6.0,0.0,1.0,0,0,183872.88,1
665.0,France,Male,25.0,7.0,90920.75,1.0,0,1,112256.57,0
729.0,Germany,Male,39.0,6.0,127415.85,1.0,1,1,184977.2,1
640.0,France,Female,33.0,1.0,167298.42,1.0,0,1,145381.66,0
682.0,France,Female,26.0,0.0,110654.02,1.0,0,1,111879.21,0
807.0,Spain,Female,43.0,0.0,0.0,2.0,0,1,85523.24,0
574.0,Spain,Male,34.0,5.0,0.0,2.0,0,0,28269.86,0
705.0,Spain,Female,57.0,3.0,0.0,2.0,1,1,34134.14,0
659.0,France,Male,31.0,4.0,118342.26,1.0,0,0,161574.19,0
628.0,Spain,Female,33.0,3.0,0.0,1.0,1,1,188193.25,0
668.0,Spain,Male,25.0,8.0,0.0,2.0,1,1,135112.1,0
588.0,Germany,Female,40.0,10.0,125534.51,1.0,1,0,121504.18,1
674.0,France,Male,28.0,5.0,0.0,1.0,1,1,151925.25,0
488.0,France,Male,34.0,3.0,0.0,2.0,1,1,125979.36,0
777.0,France,Female,32.0,2.0,0.0,1.0,1,0,136458.19,1
771.0,France,Male,50.0,3.0,105229.72,1.0,1,1,16281.68,1
696.0,Germany,Male,31.0,3.0,150604.52,1.0,0,0,5566.6,0
572.0,Germany,Female,35.0,1.0,139979.06,1.0,1,0,185662.84,0
714.0,Spain,Male,29.0,9.0,0.0,2.0,1,0,129192.55,0
635.0,Spain,Male,24.0,4.0,0.0,2.0,1,1,70668.77,0
740.0,France,Male,39.0,9.0,0.0,2.0,1,0,19047.23,0
769.0,Germany,Male,34.0,7.0,115101.5,1.0,0,0,57841.89,1
733.0,Germany,Female,30.0,1.0,102452.71,1.0,1,0,21556.95,0
477.0,Germany,Female,58.0,8.0,145984.92,1.0,1,1,24564.7,0
718.0,France,Female,44.0,1.0,133866.22,1.0,0,1,139049.23,0
807.0,Germany,Female,31.0,1.0,93460.47,2.0,0,0,172782.69,0
593.0,Spain,Female,46.0,2.0,76597.79,1.0,1,1,54453.72,0
694.0,France,Male,30.0,2.0,0.0,3.0,0,1,15039.41,0
790.0,Spain,Female,41.0,7.0,109508.68,1.0,0,0,86776.38,0
588.0,Spain,Male,33.0,2.0,0.0,2.0,1,1,12483.56,0
411.0,France,Female,35.0,2.0,0.0,2.0,1,1,93825.78,0
593.0,France,Male,33.0,1.0,0.0,2.0,0,0,9984.4,0
508.0,Germany,Male,28.0,0.0,96213.82,2.0,1,0,147913.56,0
697.0,France,Female,42.0,1.0,0.0,1.0,1,0,1262.83,1
673.0,Germany,Female,41.0,9.0,98612.1,1.0,1,0,151349.34,0
764.0,Spain,Male,29.0,5.0,0.0,2.0,1,0,65868.28,0
592.0,Germany,Female,34.0,6.0,102143.93,2.0,1,1,102628.98,0
580.0,France,Female,39.0,9.0,128362.59,1.0,1,0,86044.98,0
541.0,France,Male,37.0,9.0,118636.92,1.0,1,1,73551.44,0
685.0,France,Male,33.0,6.0,174912.72,1.0,1,1,43932.54,0
535.0,France,Female,38.0,8.0,0.0,2.0,1,0,136620.64,0
587.0,Spain,Female,35.0,3.0,83286.56,1.0,1,0,125553.52,0
567.0,France,Female,45.0,4.0,0.0,2.0,0,1,121053.19,0
646.0,France,Female,73.0,6.0,97259.25,1.0,0,1,104719.66,0
521.0,France,Male,27.0,4.0,121325.84,1.0,1,1,164223.7,1
602.0,Spain,Female,42.0,1.0,138912.17,1.0,1,1,139494.75,0
634.0,France,Female,41.0,8.0,68213.99,1.0,1,1,6382.46,0
470.0,France,Male,35.0,1.0,96473.59,1.0,0,0,5962.3,0
598.0,Germany,Female,50.0,5.0,88379.81,3.0,0,1,64157.24,1
729.0,Spain,Male,37.0,10.0,0.0,2.0,1,0,100862.54,0
537.0,Germany,Male,48.0,4.0,131834.8,1.0,1,0,166476.95,1
528.0,France,Female,26.0,10.0,102073.67,2.0,0,0,166799.94,0
765.0,Germany,Male,36.0,8.0,92310.54,2.0,1,1,72924.56,0
629.0,Germany,Female,45.0,7.0,129818.39,3.0,1,0,9217.55,1
494.0,France,Female,33.0,1.0,137853.0,1.0,0,1,90273.85,0
596.0,France,Male,47.0,6.0,0.0,1.0,1,0,74835.65,0
488.0,Germany,Female,28.0,7.0,139246.22,2.0,1,0,106799.49,0
706.0,Germany,Female,29.0,6.0,185544.36,1.0,1,0,171037.62,0
654.0,Spain,Male,34.0,5.0,0.0,2.0,1,0,159311.45,0
838.0,Spain,Female,40.0,6.0,61671.19,1.0,0,1,150659.34,1
647.0,France,Female,35.0,6.0,112668.7,1.0,0,1,122584.29,0
469.0,Germany,Female,52.0,8.0,139493.25,3.0,0,0,150093.31,1
658.0,Germany,Male,31.0,2.0,77082.65,2.0,0,0,13482.28,0
623.0,France,Male,27.0,4.0,120509.81,1.0,0,0,142170.44,0
684.0,Spain,Female,38.0,3.0,0.0,2.0,1,0,44255.65,0
547.0,France,Female,38.0,5.0,167539.97,1.0,0,1,159207.34,0
603.0,France,Female,48.0,5.0,0.0,1.0,1,0,100478.6,1
624.0,Spain,Female,36.0,10.0,0.0,2.0,0,1,186180.42,0
643.0,Spain,Female,45.0,9.0,150840.03,2.0,1,0,155516.34,0
677.0,Spain,Male,40.0,5.0,0.0,2.0,1,0,88947.56,0
635.0,Germany,Female,48.0,4.0,81556.89,2.0,1,0,191914.38,0
567.0,France,Male,59.0,3.0,0.0,2.0,1,0,25843.7,1
604.0,Spain,Male,43.0,2.0,145081.72,1.0,1,1,23881.62,0
760.0,France,Female,32.0,7.0,0.0,2.0,1,1,105969.05,0
547.0,Germany,Male,32.0,8.0,155726.84,1.0,1,0,67789.99,0
487.0,France,Female,53.0,10.0,89550.85,1.0,0,1,90076.85,0
801.0,Spain,Male,42.0,4.0,141947.67,1.0,1,1,10598.29,0
477.0,Germany,Male,34.0,8.0,139959.55,2.0,1,1,189875.83,0
717.0,Germany,Female,28.0,9.0,82498.14,2.0,0,0,40437.67,0
730.0,Germany,Male,38.0,0.0,38848.19,2.0,0,0,94003.11,0
700.0,France,Male,26.0,4.0,119009.57,1.0,1,0,141926.44,0
567.0,Spain,Male,35.0,8.0,153137.73,1.0,1,0,88659.07,0
850.0,France,Male,31.0,6.0,131996.66,2.0,1,1,178747.44,0
832.0,France,Female,29.0,5.0,0.0,2.0,1,0,178779.52,0
590.0,France,Male,41.0,1.0,89086.31,1.0,1,0,24499.97,0
555.0,Spain,Female,35.0,1.0,0.0,2.0,1,0,101667.0,0
547.0,France,Male,43.0,1.0,92350.36,1.0,0,1,80262.91,0
758.0,Spain,Male,56.0,1.0,0.0,2.0,1,1,10643.38,0
516.0,France,Female,45.0,4.0,0.0,1.0,1,0,95273.73,1
741.0,Germany,Female,36.0,0.0,127675.39,2.0,1,0,74260.16,0
726.0,Spain,Male,36.0,2.0,0.0,1.0,1,0,195192.4,0
678.0,Germany,Female,54.0,1.0,123699.28,2.0,0,1,105221.76,0
600.0,France,Female,27.0,3.0,0.0,2.0,0,1,125698.97,0
694.0,France,Male,38.0,1.0,0.0,2.0,0,1,156858.2,0
659.0,Germany,Female,30.0,8.0,154159.52,1.0,1,0,40441.1,0
701.0,France,Male,39.0,9.0,140236.98,1.0,0,1,146651.98,0
695.0,Spain,Female,56.0,4.0,0.0,2.0,1,0,84644.76,0
609.0,France,Male,40.0,6.0,0.0,2.0,1,1,97416.34,0
546.0,Germany,Female,42.0,9.0,86351.85,2.0,1,0,57380.13,0
584.0,France,Male,33.0,3.0,0.0,2.0,0,1,59103.13,0
675.0,France,Female,32.0,2.0,155663.31,1.0,1,0,97658.66,0
607.0,Germany,Male,38.0,3.0,98205.77,1.0,1,0,176318.27,0
720.0,Germany,Female,37.0,8.0,156282.8,1.0,1,0,45985.52,0
570.0,Germany,Female,57.0,5.0,86568.75,1.0,0,1,103660.31,0
777.0,Germany,Male,35.0,7.0,122917.69,1.0,1,1,76169.68,0
543.0,France,Male,42.0,7.0,0.0,1.0,1,1,56650.47,0
623.0,Spain,Male,41.0,2.0,142412.12,1.0,1,0,28778.98,0
588.0,Germany,Female,35.0,1.0,103060.63,1.0,1,0,179866.02,1
640.0,France,Male,43.0,7.0,132412.38,1.0,0,0,69584.3,1
764.0,France,Male,41.0,7.0,0.0,2.0,0,0,134878.34,0
629.0,France,Female,43.0,0.0,0.0,2.0,1,1,41263.69,0
498.0,France,Male,34.0,2.0,0.0,2.0,1,1,148528.23,0
850.0,Germany,Male,55.0,0.0,98710.89,1.0,1,1,83617.17,1
637.0,France,Male,32.0,3.0,0.0,2.0,1,1,197827.06,0
666.0,Spain,Female,36.0,6.0,0.0,2.0,1,0,176692.88,0
647.0,France,Female,40.0,9.0,0.0,2.0,0,1,92357.21,0
767.0,Germany,Female,35.0,6.0,132253.22,1.0,1,0,115566.57,1
719.0,Spain,Female,33.0,7.0,0.0,2.0,1,0,20016.59,0
530.0,France,Male,37.0,8.0,0.0,2.0,1,1,287.99,0
559.0,Spain,Female,40.0,7.0,144470.77,1.0,1,1,18917.95,0
594.0,France,Male,35.0,2.0,0.0,2.0,1,0,103480.69,0
850.0,Germany,Male,56.0,1.0,169743.83,1.0,0,0,155850.4,1
568.0,France,Male,30.0,8.0,73054.37,2.0,1,1,27012.0,0
482.0,Germany,Male,45.0,7.0,156353.45,1.0,1,0,72643.95,1
